brand_name,drug_name,alternative_name,drug_id
nikki(28day),drospirenone-ethinylestradiol,,d04760
ocella(28day),drospirenone-ethinylestradiol,,d04760
syeda(28day),drospirenone-ethinylestradiol,,d04760
vestura(28day),drospirenone-ethinylestradiol,,d04760
yasmin(28day),drospirenone-ethinylestradiol,,d04760
yaz(28day),drospirenone-ethinylestradiol,,d04760
zarah(28day),drospirenone-ethinylestradiol,,d04760
zumandimine(28day),drospirenone-ethinylestradiol,,d04760
amzeeq,minocyclinetopical,,d04761
arestin,minocyclinetopical,,d04761
zilxi,minocyclinetopical,,d04761
allerx-d,methscopolamine-pseudoephedrine,,d04762
extendrylpse,methscopolamine-pseudoephedrine,,d04762
methscopolamine-pseudoephedrine,methscopolamine-pseudoephedrine,,d04762
pse120/msc2.5,methscopolamine-pseudoephedrine,,d04762
respivent-d,methscopolamine-pseudoephedrine,,d04762
sudatrate,methscopolamine-pseudoephedrine,,d04762
natrecor,nesiritide,,d04763
alldayallergy-d,cetirizine-pseudoephedrine,,d04764
allergyd-12,cetirizine-pseudoephedrine,,d04764
allergyreliefnasaldecongestant,cetirizine-pseudoephedrine,,d04764
allergyrelief-d(cetirazine),cetirizine-pseudoephedrine,,d04764
aller-tecd,cetirizine-pseudoephedrine,,d04764
cetirizine-pseudoephedrinehydrochloride,cetirizine-pseudoephedrine,,d04764
goodsensealldayallergy-d,cetirizine-pseudoephedrine,,d04764
goodsensecetirizined-12hour,cetirizine-pseudoephedrine,,d04764
ksaller-tecd-12,cetirizine-pseudoephedrine,,d04764
leaderallergyreliefd,cetirizine-pseudoephedrine,,d04764
wal-zyrd,cetirizine-pseudoephedrine,,d04764
zyrtec-d,cetirizine-pseudoephedrine,,d04764
zyrtec-d,cetirizine-pseudoephedrine,,d04764
ana-lex,hydrocortisone-lidocainetopical,,d04765
anamantlehc,hydrocortisone-lidocainetopical,,d04765
anamantlehcforte,hydrocortisone-lidocainetopical,,d04765
bpana-lexhc,hydrocortisone-lidocainetopical,,d04765
hydrocaine,hydrocortisone-lidocainetopical,,d04765
hydrocortisoneacetate-lidocainehcl,hydrocortisone-lidocainetopical,,d04765
hydrocortisone-lidocaine,hydrocortisone-lidocainetopical,,d04765
lidamantlehc,hydrocortisone-lidocainetopical,,d04765
lidamantlehcrelief,hydrocortisone-lidocainetopical,,d04765
lidazonehc,hydrocortisone-lidocainetopical,,d04765
lidocort,hydrocortisone-lidocainetopical,,d04765
peranexhc,hydrocortisone-lidocainetopical,,d04765
rectagelhc,hydrocortisone-lidocainetopical,,d04765
senatechc,hydrocortisone-lidocainetopical,,d04765
xyralid,hydrocortisone-lidocainetopical,,d04765
xyralidlp,hydrocortisone-lidocainetopical,,d04765
acetaminophen-tramadolhydrochloride,acetaminophen-tramadol,,d04766
ultracet,acetaminophen-tramadol,,d04766
cefditorenpivoxil,cefditoren,,d04767
spectracef,cefditoren,,d04767
quadra-histd,pheniramine/phenyltoloxamine/pse/pyrilamine,,d04769
quadra-histdpediatric,pheniramine/phenyltoloxamine/pse/pyrilamine,,d04769
carbetapentanetannate-chlorpheniraminetannate,carbetapentane-chlorpheniramine,,d04770
c-tanna12,carbetapentane-chlorpheniramine,,d04770
tannate12s,carbetapentane-chlorpheniramine,,d04770
tannate-12susp(obsolete),carbetapentane-chlorpheniramine,,d04770
tannic-12s,carbetapentane-chlorpheniramine,,d04770
trionate,carbetapentane-chlorpheniramine,,d04770
tussi-12,carbetapentane-chlorpheniramine,,d04770
tussi-12s,carbetapentane-chlorpheniramine,,d04770
tussizone-12rf,carbetapentane-chlorpheniramine,,d04770
tustan12s,carbetapentane-chlorpheniramine,,d04770
aranesp,darbepoetinalfa,,d04771
aranespalbuminfree,darbepoetinalfa,,d04771
aranespsingleject,darbepoetinalfa,,d04771
aranespsureclick,darbepoetinalfa,,d04771
implanon,etonogestrel,,d04772
nexplanon,etonogestrel,,d04772
eluryng,ethinylestradiol-etonogestrel,,d04773
enilloring,ethinylestradiol-etonogestrel,,d04773
etonogestrel-ethinylestradiol,ethinylestradiol-etonogestrel,,d04773
haloette,ethinylestradiol-etonogestrel,,d04773
nuvaring,ethinylestradiol-etonogestrel,,d04773
tenofovirdisoproxilfumarate,tenofovir,,d04774
vemlidy,tenofovir,,d04774
viread,tenofovir,,d04774
kineret,anakinra,,d04775
frova,frovatriptan,,d04776
frovatriptansuccinate,frovatriptan,,d04776
dexmethylphenidatehydrochloride,dexmethylphenidate,,d04777
dexmethylphenidatehydrochlorideer,dexmethylphenidate,,d04777
focalin,dexmethylphenidate,,d04777
focalinxr,dexmethylphenidate,,d04777
bextra,valdecoxib,,d04778
norelgestromin-ethinylestradiolpatch,ethinylestradiol-norelgestromin,,d04779
orthoevra,ethinylestradiol-norelgestromin,,d04779
xulane,ethinylestradiol-norelgestromin,,d04779
zafemy,ethinylestradiol-norelgestromin,,d04779
xigris,drotrecoginalfa,,d04780
,norelgestromin,,d04781
bosentan,bosentan,,d04782
tracleer,bosentan,,d04782
ertapenem,ertapenem,,d04783
invanz,ertapenem,,d04783
invanzadd-vantage,ertapenem,,d04783
elidel,pimecrolimustopical,,d04784
pimecrolimus,pimecrolimustopical,,d04784
clarinex,desloratadine,,d04785
clarinexreditabs,desloratadine,,d04785
desloratadine,desloratadine,,d04785
desloratadineodt,desloratadine,,d04785
arixtra,fondaparinux,,d04786
fondaparinuxsodium,fondaparinux,,d04786
advicor,lovastatin-niacin,,d04787
avodart,dutasteride,,d04788
dutasteride,dutasteride,,d04788
nitisinone,nitisinone,,d04789
nityr,nitisinone,,d04789
orfadin,nitisinone,,d04789
fulphila,pegfilgrastim,,d04790
fylnetra,pegfilgrastim,,d04790
neulasta,pegfilgrastim,,d04790
neulastaonprokit,pegfilgrastim,,d04790
nyvepria,pegfilgrastim,,d04790
stimufend,pegfilgrastim,,d04790
udenycaautoinjector,pegfilgrastim,,d04790
udenycaonbody,pegfilgrastim,,d04790
udenycaprefilledsyringe,pegfilgrastim,,d04790
ziextenzo,pegfilgrastim,,d04790
tri-luma,fluocinolone/hydroquinone/tretinointopical,,d04791
alka-seltzerplusflu,asa/chlorpheniramine/dextromethorphan,,d04792
alka-seltzerpluscoldandfludaynightmaximumstrength,acetaminoph/dextromethorph/doxylamin/pe,,d04793
alka-seltzerplusdayandnightcoldandflumaxstrength,acetaminoph/dextromethorph/doxylamin/pe,,d04793
alka-seltzerplusnightseverecoldandflu,acetaminoph/dextromethorph/doxylamin/pe,,d04793
alka-seltzerplusnight-timecold,acetaminoph/dextromethorph/doxylamin/pe,,d04793
alka-seltzerpluspowermax,acetaminoph/dextromethorph/doxylamin/pe,,d04793
daytimenighttimecoldandflurelief,acetaminoph/dextromethorph/doxylamin/pe,,d04793
delsymadultnighttimemulti-symptom,acetaminoph/dextromethorph/doxylamin/pe,,d04793
mucinexfast-maxnighttimecold-flu,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nighttimeseverecoldandflu,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nighttimeseverecoldandfluberry,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nighttimeseverecoldandflurelief,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nyquilsevere+vicksvapocoolcoldandflunighttime,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nyquilseverecoldandflu,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nyquilseverecoldandfluhoney,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nyquilvapocool,acetaminoph/dextromethorph/doxylamin/pe,,d04793
tylenolcoldmulti-symptomnighttime,acetaminoph/dextromethorph/doxylamin/pe,,d04793
tylenolcoldplusflupluscoughnight,acetaminoph/dextromethorph/doxylamin/pe,,d04793
tylenolwarmingcoldmulti-symptomnighttime,acetaminoph/dextromethorph/doxylamin/pe,,d04793
nacon,carbinoxamine/methscopolamine/pseudoephedrine,,d04794
pannaz,carbinoxamine/methscopolamine/pseudoephedrine,,d04794
pannazs,carbinoxamine/methscopolamine/pseudoephedrine,,d04794
pseudoxm,carbinoxamine/methscopolamine/pseudoephedrine,,d04794
breyna,budesonide-formoterol,,d04795
budesonide-formoterolfumaratedihydrate,budesonide-formoterol,,d04795
symbicort,budesonide-formoterol,,d04795
definity,perflutren,,d04796
definityrt,perflutren,,d04796
optison,perflutren,,d04796
alfuzosinhydrochloride,alfuzosin,,d04797
uroxatral,alfuzosin,,d04797
zelnorm,tegaserod,,d04798
faslodex,fulvestrant,,d04799
fulvestrant,fulvestrant,,d04799
ifex/mesnex,ifosfamide-mesna,,d04800
ifosfamide-mesna,ifosfamide-mesna,,d04800
benicar,olmesartan,,d04801
olmesartanmedoxomil,olmesartan,,d04801
orenitram,treprostinil,,d04802
orenitramtitrationkitmonth1,treprostinil,,d04802
orenitramtitrationkitmonth2,treprostinil,,d04802
orenitramtitrationkitmonth3,treprostinil,,d04802
remodulin,treprostinil,,d04802
treprostinil,treprostinil,,d04802
tyvaso,treprostinil,,d04802
tyvasodpiinstitutionalkit,treprostinil,,d04802
tyvasodpimaintenancekit,treprostinil,,d04802
tyvasodpititrationkit,treprostinil,,d04802
tyvasorefillkit,treprostinil,,d04802
tyvasostarterkit,treprostinil,,d04802
tyvasostarterkit(institutional),treprostinil,,d04802
vfend,voriconazole,,d04803
voriconazole,voriconazole,,d04803
elitek,rasburicase,,d04805
lumryz,sodiumoxybate,,d04806
lumryzstarterpack,sodiumoxybate,,d04806
sodiumoxybate,sodiumoxybate,,d04806
xyrem,sodiumoxybate,,d04806
eloxatin,oxaliplatin,,d04811
oxaliplatin,oxaliplatin,,d04811
escitalopram,escitalopram,,d04812
escitalopramoxalate,escitalopram,,d04812
lexapro,escitalopram,,d04812
horsechestnut,horsechestnut,,d04813
venastat,horsechestnut,,d04813
adefovirdipivoxil,adefovir,,d04814
hepsera,adefovir,,d04814
eplerenone,eplerenone,,d04815
inspra,eplerenone,,d04815
amlactinap,ammoniumlactate-pramoxinetopical,,d04816
allerdur,dexchlorpheniramine-pseudoephedrine,,d04817
deltussdp,dexchlorpheniramine-pseudoephedrine,,d04817
duotanpd,dexchlorpheniramine-pseudoephedrine,,d04817
rescon,dexchlorpheniramine-pseudoephedrine,,d04817
sutan,dexchlorpheniramine-pseudoephedrine,,d04817
tanafeddp,dexchlorpheniramine-pseudoephedrine,,d04817
abatussdmx,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
bromatanplus,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
c-pheddpdtann,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
deltussdmx,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
duratanforte,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
dur-tannforte,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
sutan-dm,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
tanafeddmx,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
tanafed-dmx,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
tandurdm,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
tannatedmp-dex,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
tannatepd-dm,dexchlorpheniramine/dextromethorphan/pseudoephedrine,,d04818
bunavail,buprenorphine-naloxone,,d04819
buprenorphinehydrochloride-naloxonehcl,buprenorphine-naloxone,,d04819
buprenorphine-naloxone,buprenorphine-naloxone,,d04819
suboxone,buprenorphine-naloxone,,d04819
zubsolv,buprenorphine-naloxone,,d04819
avandamet,metformin-rosiglitazone,,d04820
pegasys,peginterferonalfa-2a,,d04821
pegasysprefilledsyringe,peginterferonalfa-2a,,d04821
pegasysproclickautoinjector,peginterferonalfa-2a,,d04821
sclerosol,steriletalc,,d04822
steriletalcpowder,steriletalc,,d04822
steritalc,steriletalc,,d04822
glipizide-metformin,glipizide-metformin,,d04823
metaglip,glipizide-metformin,,d04823
ezetimibe,ezetimibe,,d04824
zetia,ezetimibe,,d04824
abilify,aripiprazole,,d04825
abilifyasimtufii,aripiprazole,,d04825
abilifydiscmelt,aripiprazole,,d04825
abilifymaintena,aripiprazole,,d04825
abilifymaintenaprefilledsyringe,aripiprazole,,d04825
abilifymycitemaintenancekit,aripiprazole,,d04825
abilifymycitestarterkit,aripiprazole,,d04825
aripiprazole,aripiprazole,,d04825
aristada,aripiprazole,,d04825
aristadainitio,aripiprazole,,d04825
opipza,aripiprazole,,d04825
alinia,nitazoxanide,,d04826
nitazoxanide,nitazoxanide,,d04826
atomoxetinehydrochloride,atomoxetine,,d04827
strattera,atomoxetine,,d04827
forteo,teriparatide,,d04828
forteopen,teriparatide,,d04828
teriparatide,teriparatide,,d04828
,,forteinjection,d04828
spiriva,tiotropium,,d04829
spirivahandihaler,tiotropium,,d04829
spirivarespimat,tiotropium,,d04829
spirivarespimat10act,tiotropium,,d04829
spirivarespimat28act,tiotropium,,d04829
spirivarespimat60act,tiotropium,,d04829
tiotropiumbromide,tiotropium,,d04829
acam2000,smallpoxvaccine,,d04831
dryvax,smallpoxvaccine,,d04831
pediarix(dtap-hepbipv),"diphtheria/hepatitisb/pertussis,acellular/polio/tetanusvaccine",,d04832
"latanoprost-timololophthalmic,preservative-free",latanoprost-timololophthalmic,,d04833
depocyt,cytarabineliposomal,,d04834
abriladapen,adalimumab,,d04835
abriladaprefilledsyringe,adalimumab,,d04835
adalimumab,adalimumab,,d04835
adalimumabpen,adalimumab,,d04835
adalimumabprefilledsyringe,adalimumab,,d04835
adalimumabpsoriasis/uveitisstarterpack,adalimumab,,d04835
adalimumabstarterpackcrohns/ulccol/hidradentitissupp,adalimumab,,d04835
amjevitaautoinjector,adalimumab,,d04835
amjevitaprefilledsyringe,adalimumab,,d04835
cyltezo,adalimumab,,d04835
cyltezopen,adalimumab,,d04835
cyltezoprefilledsyringe,adalimumab,,d04835
cyltezostarterpackcrohns/ulccol/hidradentitissupp,adalimumab,,d04835
cyltezostarterpackpsoriasis/uveitis,adalimumab,,d04835
hadlimaprefilledsyringe,adalimumab,,d04835
hadlimapushtouchautoinjector,adalimumab,,d04835
huliopen,adalimumab,,d04835
hulioprefilledsyringe,adalimumab,,d04835
humira,adalimumab,,d04835
humirapediatric,adalimumab,,d04835
humirapediatriccrohn'sdiseaseprefillsyringestartpack,adalimumab,,d04835
humirapen,adalimumab,,d04835
humirapencrohns/ulcercolitis/hidradenitissuppuratistrpk,adalimumab,,d04835
humirapenpediatriculcerativecolitisstarterpack,adalimumab,,d04835
humirapenpsoriasis/uveitisstarterpack,adalimumab,,d04835
humirapenpsoriasis/uveitis/adolhidrasuppurstarterpack,adalimumab,,d04835
humirapre-filledsyringe,adalimumab,,d04835
hyrimozpediatriccrohn'sstarterpack,adalimumab,,d04835
hyrimozpencrohnsandulcerativecolitisstarterpack,adalimumab,,d04835
hyrimozprefilledpen,adalimumab,,d04835
hyrimozprefilledsyringe,adalimumab,,d04835
hyrimozprefilledsyringepedcrohnsdiseasestarterpack,adalimumab,,d04835
hyrimozpsoriasisstarterpack,adalimumab,,d04835
idaciopen,adalimumab,,d04835
"idaciopencrohn'sdisease,ulcerativecolitisstarterpack",adalimumab,,d04835
idaciopenplaquepsoriasisstarterpack,adalimumab,,d04835
idacioprefilledsyringe,adalimumab,,d04835
simlandiautoinjector,adalimumab,,d04835
simlandipre-filledsyringe,adalimumab,,d04835
yuflymaautoinjector,adalimumab,,d04835
yuflymaprefilledsyringe,adalimumab,,d04835
yusimrypen,adalimumab,,d04835
cequa,cyclosporineophthalmic,,d04836
cyclosporineopthalmic,cyclosporineophthalmic,,d04836
klarity-c,cyclosporineophthalmic,,d04836
restasis,cyclosporineophthalmic,,d04836
restasismultidose,cyclosporineophthalmic,,d04836
verkazia,cyclosporineophthalmic,,d04836
vevye,cyclosporineophthalmic,,d04836
tevetenhct,eprosartan-hydrochlorothiazide,,d04837
,insulinaspartprotamine,,d04838
insulinaspart-insulinaspartprotamine,insulinaspart-insulinaspartprotamine,,d04839
insulinaspart-insulinaspartprotamineflexpen,insulinaspart-insulinaspartprotamine,,d04839
novologmix70/30,insulinaspart-insulinaspartprotamine,,d04839
novologmix70/30flexpen,insulinaspart-insulinaspartprotamine,,d04839
novologmix70/30penfill,insulinaspart-insulinaspartprotamine,,d04839
relionnovologmix70/30,insulinaspart-insulinaspartprotamine,,d04839
relionnovologmix70/30flexpen,insulinaspart-insulinaspartprotamine,,d04839
,fibrinolysisinhibitortopical,,d04840
artiss,fibrinsealanttopical,,d04841
artissduoset,fibrinsealanttopical,,d04841
artissduploject,fibrinsealanttopical,,d04841
artissprimasyringe,fibrinsealanttopical,,d04841
tisseel,fibrinsealanttopical,,d04841
tisseelduplojectkit,fibrinsealanttopical,,d04841
tisseelprefilledprimasyringewithduplojectcombi,fibrinsealanttopical,,d04841
tisseelvalupakkit,fibrinsealanttopical,,d04841
tisseelvhkit,fibrinsealanttopical,,d04841
halfan,halofantrine,,d04842
amevive,alefacept,,d04843
alevexpainrelieving,camphor-mentholtopical,,d04844
alevexpainrelievingroll-on,camphor-mentholtopical,,d04844
anti-itchsteroidfree,camphor-mentholtopical,,d04844
arcticrelief,camphor-mentholtopical,,d04844
avedanapainrelievingrollon,camphor-mentholtopical,,d04844
berri-freez(obsolete),camphor-mentholtopical,,d04844
biofreeze(obsolete),camphor-mentholtopical,,d04844
dermasarra(camphor-menthol),camphor-mentholtopical,,d04844
fastfreeze,camphor-mentholtopical,,d04844
fastfreezeroll-on,camphor-mentholtopical,,d04844
freezeit,camphor-mentholtopical,,d04844
freezeitroll-on,camphor-mentholtopical,,d04844
icyhotadvanced,camphor-mentholtopical,,d04844
icyhotprodry,camphor-mentholtopical,,d04844
icyhotpronomess,camphor-mentholtopical,,d04844
icyhotpropainrelief,camphor-mentholtopical,,d04844
men-phor,camphor-mentholtopical,,d04844
mentholandcamphor,camphor-mentholtopical,,d04844
mentholatumointment,camphor-mentholtopical,,d04844
rhuligel,camphor-mentholtopical,,d04844
sarna,camphor-mentholtopical,,d04844
solticequickrub,camphor-mentholtopical,,d04844
therafluvaporstick,camphor-mentholtopical,,d04844
tigerbalm,camphor-mentholtopical,,d04844
tigerbalmextrastrength,camphor-mentholtopical,,d04844
tigerbalmneckandshoulder,camphor-mentholtopical,,d04844
tigerbalmultrastrength,camphor-mentholtopical,,d04844
triaminicvaporpatch,camphor-mentholtopical,,d04844
vaporub(obsolete),camphor-mentholtopical,,d04844
vaporxbalm,camphor-mentholtopical,,d04844
vicksvapofreeze,camphor-mentholtopical,,d04844
in-111zevalin,ibritumomabtiuxetan,,d04845
y-90zevalin,ibritumomabtiuxetan,,d04845
follistim/antagon,folliclestimulatinghormone-ganirilex,,d04847
fiberchoice,inulin,,d04848
inulininsodiumchloride,inulin,,d04848
prebioticinulin-fos,inulin,,d04848
eletriptanhydrobromide,eletriptan,,d04849
relpax,eletriptan,,d04849
c-tanna12d,carbetapentane/phenylephrine/pyrilamine,,d04850
tannate12ds,carbetapentane/phenylephrine/pyrilamine,,d04850
tannihist-12d,carbetapentane/phenylephrine/pyrilamine,,d04850
tussi-12d,carbetapentane/phenylephrine/pyrilamine,,d04850
tussi-12ds,carbetapentane/phenylephrine/pyrilamine,,d04850
crestor,rosuvastatin,,d04851
ezallorsprinkle,rosuvastatin,,d04851
rosuvastatincalcium,rosuvastatin,,d04851
bupivacaine-fentanyl,bupivacaine-fentanyl,,d04852
fuzeon,enfuvirtide,,d04853
somavert,pegvisomant,,d04854
aponvie,aprepitant,,d04855
aprepitant,aprepitant,,d04855
aprepitant3-day,aprepitant,,d04855
cinvanti,aprepitant,,d04855
emend,aprepitant,,d04855
emend2-day,aprepitant,,d04855
emend3-day,aprepitant,,d04855
botulismantitoxin,botulismantitoxin,,d04856
gatifloxacinophthalmic,gatifloxacinophthalmic,,d04857
zymar,gatifloxacinophthalmic,,d04857
zymaxid,gatifloxacinophthalmic,,d04857
biothrax,anthraxvaccineadsorbed,,d04858
factive,gemifloxacin,,d04859
moxeza,moxifloxacinophthalmic,,d04860
moxifloxacin(eqv-moxeza),moxifloxacinophthalmic,,d04860
moxifloxacin(eqv-vigamox),moxifloxacinophthalmic,,d04860
moxifloxacinophthalmic,moxifloxacinophthalmic,,d04860
vigamox,moxifloxacinophthalmic,,d04860
alahistlq,diphenhydramine-phenylephrine,,d04861
aldex-ct,diphenhydramine-phenylephrine,,d04861
benadrylallergypluscongestion,diphenhydramine-phenylephrine,,d04861
benadryl-dchildren'sallergyandsinus,diphenhydramine-phenylephrine,,d04861
children'sallergypluscongestion,diphenhydramine-phenylephrine,,d04861
children'striactingnighttime,diphenhydramine-phenylephrine,,d04861
delsymchildren'snighttimecoughandcold,diphenhydramine-phenylephrine,,d04861
delsymchildren'snighttimecoughandcold(obsolete),diphenhydramine-phenylephrine,,d04861
dimetappnighttimecoldandcongestion,diphenhydramine-phenylephrine,,d04861
diphenmaxd,diphenhydramine-phenylephrine,,d04861
diphentann-d,diphenhydramine-phenylephrine,,d04861
d-tann,diphenhydramine-phenylephrine,,d04861
dytan-d,diphenhydramine-phenylephrine,,d04861
kindermedkids'nighttimecoldandcough,diphenhydramine-phenylephrine,,d04861
pediacarechildren'sallergyandcold,diphenhydramine-phenylephrine,,d04861
robitussinnighttimecoughandcold,diphenhydramine-phenylephrine,,d04861
robitussinnighttimecoughandcoldchildren's,diphenhydramine-phenylephrine,,d04861
robitussinnighttimecoughandcoldpediatric,diphenhydramine-phenylephrine,,d04861
sudafedpesinuscongestiondaytime/nighttime,diphenhydramine-phenylephrine,,d04861
triaminicnighttimecoldandcough,diphenhydramine-phenylephrine,,d04861
uni-tannd,diphenhydramine-phenylephrine,,d04861
vickschildren'scoughcongestionnight,diphenhydramine-phenylephrine,,d04861
zodenpd,diphenhydramine-phenylephrine,,d04861
accuhistdmpediatricsyrup,brompheniramine/dm/guaifenesin/pse,,d04862
bromhist-dm,brompheniramine/dm/guaifenesin/pse,,d04862
histacoldmpediatricsyrup,brompheniramine/dm/guaifenesin/pse,,d04862
pediahistdmsyrup,brompheniramine/dm/guaifenesin/pse,,d04862
uni-histdmpediatricsyrup,brompheniramine/dm/guaifenesin/pse,,d04862
advilallergysinus,chlorpheniramine/ibuprofen/pseudoephedrine,,d04863
advilchildrensallergysinus,chlorpheniramine/ibuprofen/pseudoephedrine,,d04863
advilmulti-symptomcold,chlorpheniramine/ibuprofen/pseudoephedrine,,d04863
allresd,carbetapentane-pseudoephedrine,,d04864
allrespd,carbetapentane-pseudoephedrine,,d04864
carbpseudo-tan,carbetapentane-pseudoephedrine,,d04864
corzall,carbetapentane-pseudoephedrine,,d04864
pseudacarb,carbetapentane-pseudoephedrine,,d04864
respi-tann,carbetapentane-pseudoephedrine,,d04864
respi-tannpd,carbetapentane-pseudoephedrine,,d04864
re-tann,carbetapentane-pseudoephedrine,,d04864
iprivask,desirudin,,d04865
fabrazyme,agalsidasebeta,,d04866
aldurazyme,laronidase,,d04867
gefitinib,gefitinib,,d04868
iressa,gefitinib,,d04868
coldcough,chlorpheniramine/dihydrocodeine/pse,,d04869
dihydro-cp,chlorpheniramine/dihydrocodeine/pse,,d04869
hydro-tussindhc,chlorpheniramine/dihydrocodeine/pse,,d04869
pancof,chlorpheniramine/dihydrocodeine/pse,,d04869
uni-cof,chlorpheniramine/dihydrocodeine/pse,,d04869
dihydro-gp,dihydrocodeine/guaifenesin/pseudoephedrine,,d04870
hydro-tussinexp,dihydrocodeine/guaifenesin/pseudoephedrine,,d04870
pancofexp,dihydrocodeine/guaifenesin/pseudoephedrine,,d04870
uni-cofexpectorant,dihydrocodeine/guaifenesin/pseudoephedrine,,d04870
welltussexp,dihydrocodeine/guaifenesin/pseudoephedrine,,d04870
bortezomib,bortezomib,,d04871
boruzu,bortezomib,,d04871
velcade,bortezomib,,d04871
accuhistla,atropine/cpm/hyoscyamine/pe/scopolamine,,d04872
bellahist-dla,atropine/cpm/hyoscyamine/pe/scopolamine,,d04872
histacolla,atropine/cpm/hyoscyamine/pe/scopolamine,,d04872
exoderm,salicylicacid-sodiumthiosulfatetopical,,d04873
versiclear,salicylicacid-sodiumthiosulfatetopical,,d04873
,sodiumthiosulfatetopical,,d04874
betaineanhydrous,betaine,,d04875
betainehydrochloride,betaine,,d04875
cystadane,betaine,,d04875
carbidopa/entacapone/levodopa,carbidopa/entacapone/levodopa,,d04877
stalevo100,carbidopa/entacapone/levodopa,,d04877
stalevo125,carbidopa/entacapone/levodopa,,d04877
stalevo150,carbidopa/entacapone/levodopa,,d04877
stalevo200,carbidopa/entacapone/levodopa,,d04877
stalevo50,carbidopa/entacapone/levodopa,,d04877
stalevo75,carbidopa/entacapone/levodopa,,d04877
benicarhct,hydrochlorothiazide-olmesartan,,d04878
hydrochlorothiazide-olmesartanmedoxomil,hydrochlorothiazide-olmesartan,,d04878
kgs-pe,phenylephrine-potassiumguaiacolsulfonate,,d04879
phenylephrine-potassiumguaiacolsulfonate,phenylephrine-potassiumguaiacolsulfonate,,d04879
anaplexhd,brompheniramine/hydrocodone/pseudoephedrine,,d04880
bromcomphc,brompheniramine/hydrocodone/pseudoephedrine,,d04880
bromphhd,brompheniramine/hydrocodone/pseudoephedrine,,d04880
brompheniramine/hydrocodone/pseudoephedrine,brompheniramine/hydrocodone/pseudoephedrine,,d04880
bromplexhd,brompheniramine/hydrocodone/pseudoephedrine,,d04880
brovexhc,brompheniramine/hydrocodone/pseudoephedrine,,d04880
drocon-cs,brompheniramine/hydrocodone/pseudoephedrine,,d04880
endacofhc,brompheniramine/hydrocodone/pseudoephedrine,,d04880
j-tandhc,brompheniramine/hydrocodone/pseudoephedrine,,d04880
m-end,brompheniramine/hydrocodone/pseudoephedrine,,d04880
psebpmhd,brompheniramine/hydrocodone/pseudoephedrine,,d04880
symtana,brompheniramine/hydrocodone/pseudoephedrine,,d04880
visvex,brompheniramine/hydrocodone/pseudoephedrine,,d04880
xolair,omalizumab,,d04881
xolairautoinjector,omalizumab,,d04881
xolairprefilledsyringe,omalizumab,,d04881
atazanavirsulfate,atazanavir,,d04882
reyataz,atazanavir,,d04882
pravigardpac,aspirin-pravastatin,,d04883
emtricitabine,emtricitabine,,d04884
emtriva,emtricitabine,,d04884
bexxardosimetric,tositumomab,,d04885
bexxartherapeutic,tositumomab,,d04885
bexxari131dosimetric,iodinei131tositumomab,,d04886
bexxari131therapeutic,iodinei131tositumomab,,d04886
bupicavaine-hydromorphone-sodiumchloride,bupivacaine-hydromorphone,,d04887
bupivacaine-hydromorphonecassette,bupivacaine-hydromorphone,,d04887
aloxi,palonosetron,,d04888
palonosetronhydrochloride,palonosetron,,d04888
posfrea,palonosetron,,d04888
miglustat,miglustat,,d04889
opfolda,miglustat,,d04889
yargesa,miglustat,,d04889
zavesca,miglustat,,d04889
ciprodex,ciprofloxacin-dexamethasoneotic,,d04890
ciprofloxacin-dexamethasone,ciprofloxacin-dexamethasoneotic,,d04890
dex24,dexamethasoneotic,,d04891
,dexamethasoneotic,,d04891
flumist,"influenzavirusvaccine,live",,d04892
flumist2010-2011,"influenzavirusvaccine,live",,d04892
flumist2011-2012,"influenzavirusvaccine,live",,d04892
flumist2012-2013,"influenzavirusvaccine,live",,d04892
flumist2013-2014,"influenzavirusvaccine,live",,d04892
flumist2014-2015,"influenzavirusvaccine,live",,d04892
flumist2015-2016,"influenzavirusvaccine,live",,d04892
flumist2016-2017,"influenzavirusvaccine,live",,d04892
flumist2018-2019,"influenzavirusvaccine,live",,d04892
flumist2024-2025,"influenzavirusvaccine,live",,d04892
flumist2025-2026,"influenzavirusvaccine,live",,d04892
flumistquadrivalent2019-2020,"influenzavirusvaccine,live",,d04892
flumistquadrivalent2020-2021,"influenzavirusvaccine,live",,d04892
