raw_drug,normalized_drug,drug_id
sertraline (zoloft),sertraline,d00880
sertraline hci,sertraline hydrochloride,d00880
sertraline hcl,sertraline hydrochloride,d00880
sertraline hg,sertraline hcl,d00880
sertraline hydrochloride,sertraline hydrochloride,d00880
sertraline mcl,sertraline,d00880
sertralive hcl,sertraline hcl,d00880
sertralize,sertraline,d00880
sertrazine,sertraline,d00880
sertrline,sertraline,d00880
sertroline,sertraline,d00880
servent,serevent,d03759
servent inhaler,serevent inhaler,NO_DRUG_ID
servent mdi,serevent,d03759
serzone,serzone,d03808
setaline,sertraline,d00880
setraline hcl,sertraline hcl,NO_DRUG_ID
setz,zestril,d00732
seve,sevelamer,d04363
severent,serevent,d03759
sevevent inhaler,serevent inhaler,NO_DRUG_ID
sextroampheta,dextroamphetamine,d00804
sgnthroid,synthroid,d00278
sialogen,salagen,d04031
sidenafil,sildenafil,d04299
sigulair,singulair,d04289
sildemafil,sildenafil,d04299
sildenaafil,sildenafil,d04299
sildenafil,sildenafil,d04299
sildenafil citrate,sildenafil citrate,d04299
silica,unknown,NO_DRUG_ID
silvadene,silvadene,d01259
sim,simvastatin,d00746
simastatin,simvastatin,d00746
simastatine,simvastatin,d00746
simavastatin,simvastatin,d00746
simbastatin,simvastatin,d00746
simbolta,cymbalta,d05355
simemet,sinemet,d03473
simenet,sinemet,d03473
sinemet 25 100  1 2 tablet,sinemet,d03473
simet,sinemet,d03473
simethicine,simethicone,d01027
simethicone,simethicone,d01027
simethicone (genasyme),simethicone,d01027
simethicone-80,simethicone,d01027
simethism,simethicone,d01027
simivastatin,simvastatin,d00746
simovastatin,simvastatin,d00746
simrastatin,simvastatin,d00746
simristatro,simvastatin,d00746
simuastatin,simvastatin,d00746
simuastatin ezetimidine,unknown,d05348
simuistatin,simvastatin,d00746
simustatin,simvastatin,d00746
simustiatin,simvastatin,d00746
simuvastatin,simvastatin,d00746
simvashilin,simvastatin,d00746
simvasintin,simvastatin,d00746
simvasitin,simvastatin,d00746
simvaslatin,simvastatin,d00746
simvasta,simvastatin,d00746
simvastain,simvastatin,d00746
simvastatia,simvastatin,d00746
simvastatin,simvastatin,d00746
simvastatin (zocor),simvastatin,d00746
simvastatin 1/2 dose,simvastatin,d00746
simvastatin/placebo,simvastatin,d00746
simvastatine,simvastatin,d00746
simvastation,simvastatin,d00746
simvastatir,simvastatin,d00746
simvastaton,simvastatin,d00746
simvastaton .5,simvastatin,d00746
simvasthatin,simvastatin,d00746
simvastin,simvastatin,d00746
simvastitin,simvastatin,d00746
simvatatin,simvastatin,d00746
simvestatin,simvastatin,d00746
simvislatin,simvastatin,d00746
simvistatin,simvastatin,d00746
simvistatin/zantia,simvastatin/zetia,d00746
simvlatin,simvastatin,d00746
simvotatin,unknown,NO_DRUG_ID
simvustin,simvastatin,d00746
sinamet-cr,sinemet-cr,d03473
sinaulair,singulair,d04289
sinculair,unknown,d04289
sindovent,unknown,d03382
sine aid,sinemet,d03473
sineact,sinemet,d03473
sineguan,sinequan,d00217
sinemet,sinemet,d03473
sinemet   25/100,sinemet,d03473
sinemet  25 100,sinemet,d03473
sinemet  cr,sinemet cr,d03473
sinemet (levodopa),sinemet,d03473
sinemet 20 100,sinemet,d03473
sinemet 25 100,sinemet 25/100,d03473
sinemet 25 250,sinemet 25/250,d03473
sinemet 25-100,sinemet,d03473
sinemet 25/100,sinemet,d03473
sinemet 25/100  0.5 tab,sinemet,d03473
sinemet 25/100  2 tabs,sinemet,d03473
sinemet 25/100 [1.5 tabs],sinemet,d03473
sinemet 25/100 1.5 tabs,sinemet,d03473
sinemet 25/1100,sinemet 25/100,d03473
sinemet 25/250,sinemet 25/250,NO_DRUG_ID
sinemet 50/200,sinemet,d03473
sinemet cr,sinemet cr,d03473
sinemet cr 25/100,sinemet cr 25/100,d03473
sinemet cr(12.5/50mg),sinemet cr,d03473
sinemet cr(25/100mg),sinemet cr,d03473
sinemet cr(50/200mg),sinemet cr,d03473
sinemet er,sinemet er,NO_DRUG_ID
sinemet sa,sinemet cr,d03473
sinemet xr 50/200,sinemet cr 50/200,NO_DRUG_ID
sinemet-cr,sinemet cr,d03473
sinemet-cr(25/100mg),sinemet cr,d03473
sinemet(12.5/50mg),sinemet,d03473
sinemet(25/100mg),sinemet,d03473
sinemet(37.5/150mg),sinemet,d03473
sinemet(50/200mg),sinemet,d03473
sinemt,sinemet,d03473
sinenct,sinemet,d03473
sinequar,sinequan,d00217
sineret,sinemet,d03473
singilair,singulair,d04289
singlar,singulair,d04289
singluair,singulair,d04289
singluar,singulair,d04289
singulair,singulair,d04289
singulair + d,singulair,d04289
singulair na,singulair,d04289
singulair/allegra,singulair/allegra,d04289
singular,singulair,d04289
singulari,singulair,d04289
sinimet,sinemet,d03473
sinimet cr,sinemet cr,d03473
sinment,sinemet,d03473
sinmet,sinemet,d03473
sintrocid,unknown,d00278
sinvastain,simvastatin,d00746
sinvastatin,simvastatin,d00746
sinvistatin vs placebo,simvastatin,d00746
sironolactone,spironolactone,d00373
sisinopril,lisinopril,d00732
sitagliptin,sitagliptin,d05896
sivastin,simvastatin,d00746
skelavin,skelaxin,d00964
skelaxin,skelaxin,d00964
sleeping meds,sleep medications,NO_DRUG_ID
sliding scale,insulin,d00262
slipizide,glipizide,d00246
slo niacin,slo-niacin,d00314
slo-mag,unknown,d06649
slo-niacin,slo-niacin,d00314
slomag,slo-mag,NO_DRUG_ID
slow fe,slow fe,d03824
slow magnesium,slow-mag,d06649
slow niacin,niacin extended-release,d00314
slow-k,unknown,d00345
sment,unknown,NO_DRUG_ID
smoothe,unknown,NO_DRUG_ID
smvavira inhaler,symbicort inhaler,NO_DRUG_ID
snctiura,sinemet,d03473
snencet,sinemet,d03473
snirmoloctone,spironolactone,d00373
socor,zocor,d00746
sodium bi carbonate,unknown,d00440
sodium bicar,sodium bicarbonate,d00440
sodium bicarbonate,sodium bicarbonate,d00440
sodium bicatbonate,sodium bicarbonate,d00440
sodium blart,sodium bicarbonate,d00440
sodium cap,sodium chloride capsule,NO_DRUG_ID
sodium carbonate,sodium carbonate,d00440
sodium chloride,sodium chloride,d00438
sodium chloride hypertonity ey,sodium chloride hypertonic eye drops,d03898
sodium polystyrene,sodium polystyrene sulfonate,d00743
sodium salicylate,unknown,d00843
sodium tablets,sodium chloride,d00438
solar,solu-medrol,d00293
solar aze top,solaraze topical,NO_DRUG_ID
solaraze,unknown,d04722
solevo,sinemet,d03473
solifenicin,unknown,d05413
soloft,zoloft,d00880
solotol,sotalol,d00371
soma,soma,d00960
somethacone,simethicone,d01027
sominex,sominex,d00212
sonata,sonata,d04452
sorbital,sorbitol,d04159
sorbitol,sorbitol,d04159
sorbitol 70,sorbitol,d04159
sorbitol 70 percent,sorbitol,d04159
sorbitrate 70,isosorbide dinitrate,d00268
soriatane,soriatane,d03836
soriatane cream,soriatane,d03836
soriatine,soriatane,d03836
sorlatane,soriatane,d03836
soroquel,seroquel,d04220
sotalol,sotalol,d00371
sotalol hcl,sotalol hydrochloride,d00371
sotalol ncl,sotalol,d00371
sotelol,sotalol,d00371
sotensin,lotrel,d03829
sotolal,sotalol,d00371
sotolol,sotalol,d00371
sotolol hcl,sotalol hcl,d00371
sotrel,sotolol,NO_DRUG_ID
sotutol,sotalol,d00371
soy based estrogen/progesteron,soy isoflavones,NO_DRUG_ID
spastrin,spastrin,d03495
spiconolactone,spironolactone,d00373
spiniva,spiriva,d04829
spiranola/chone,spironolactone,d00373
spirava,spiriva,d04829
spireua,spiriva,d04829
spireva,spiriva,d04829
spirinakactibe,spironolactone,d00373
spirinolactone,spironolactone,d00373
spirira inhaler,spiriva inhaler,NO_DRUG_ID
spiriva,spiriva,d04829
spiriva (inhaler),spiriva,d04829
spiriva handi h/r,spiriva handihaler,d04829
spiriva handihailer,spiriva handihaler,d04829
spiriva handihaler,spiriva handihaler,d04829
spiriva handihalier,spiriva handihaler,d04829
spiriva inh,spiriva,d04829
spiriva inhalation,spiriva,d04829
spiriva inhaler,spiriva,d04829
spirivar inhaler,spiriva inhaler,NO_DRUG_ID
spirolactate,spironolactone,d00373
spirolactone,spironolactone,d00373
spironalactone,spironolactone,d00373
spironalaitine,spironolactone,d00373
spironalate,spironolactone,d00373
spironaldactone,spironolactone,d00373
spironlactone,spironolactone,d00373
spironoclactone,spironolactone,d00373
spironolac,spironolactone,d00373
spironolacetone,unknown,d00373
spironolactene,spironolactone,d00373
spironolactone,spironolactone,d00373
spironolactone/hctz,spironolactone/hydrochlorothiazide,d03247
spironolactor,spironolactone,d00373
spironoladone,spironolactone,d00373
spironolastone,spironolactone,d00373
spironolatone,spironolactone,d00373
spironolcatone,spironolactone,d00373
spironoloctine,spironolactone,d00373
spironololactone,unknown,d00373
spiroplactone,spironolactone,d00373
spirototone,spironolactone,d00373
spirova caps inh.,spiriva,d04829
spirowolactone,spironolactone,d00373
spirronolactone,spironolactone,d00373
spirva,spiriva,d04829
spirveva,spiriva,d04829
spirvia,spiriva,d04829
spiv,spiriva,d04829
spivira,spiriva,d04829
spnctura urinary inconctancy,sanctura,d04929
sporanox,sporanox,d00102
sporiva,spiriva,d04829
spriiva,spiriva,d04829
sprilantin,dilantin,d00143
springtec,spirintec,NO_DRUG_ID
sprintec,unknown,NO_DRUG_ID
sprinva inhales,spiriva inhaler,NO_DRUG_ID
sprycel,sprycel,d05831
spuivi,spravato,d09174
sski - drops,sski,NO_DRUG_ID
ssri,selective serotonin reuptake inhibitor,NO_DRUG_ID
stadol,stadol,d00838
stalevo,stalevo,d04877
stalevo(25/100/200mg),stalevo,d04877
stalevo 25/100/200,stalevo,d04877
stalveo,stalevo,d04877
starlix,starlix,d04743
starlox,starlix,d04743
statin,statin,NO_DRUG_ID
statin (meg),lovastatin,d00280
statin study med,statin,NO_DRUG_ID
statin study tx,statin,NO_DRUG_ID
statins,statins,NO_DRUG_ID
stavelo,stavelo,NO_DRUG_ID
steareate cream,stearate cream,NO_DRUG_ID
steareate crm.,stearate cream,NO_DRUG_ID
stelazine,stelazine,d00890
sterilid,stelazine,d00890
steroid injection - cortisone,cortisone,d03205
steroid nasal spry,steroid nasal spray,NO_DRUG_ID
stirwa,sinemet,d03473
stolal,sotalol,d00371
stomach,unknown,NO_DRUG_ID
stool softener,docusate sodium,d01021
stool softener:  colace,colace,d01021
stool softeners,docusate sodium,d01021
stool softner,docusate sodium,d01021
stratera,strattera,d04827
strattera,strattera,d04827
study drug,unknown,NO_DRUG_ID
study drug (statin tr,statin,NO_DRUG_ID
study drug e-2007,perampanel,d07904
study drug rasagiline,rasagiline,d05612
study drug-cardiology,unknown,NO_DRUG_ID
study med,unknown,NO_DRUG_ID
sucralfate,sucralfate,d00377
sucralfite,sucralfate,d00377
sucralfute,sucralfate,d00377
sudafed,sudafed,d00769
sudated,sudafed,d00769
sufalcrate,sucralfate,d00377
sulandac,unknown,d00033
sular,sular,d03825
sular er,sular,d03825
suldilac,sulindac,d00033
sulfa,sulfamethoxazole,d00119
sulfadiazine,sulfadiazine,d00118
sulfameth,sulfamethoxazole,d00119
sulfameth + tmp 800/160,sulfamethoxazole-trimethoprim,d00124
sulfamethazole,sulfamethoxazole,d00119
sulfamethorozil,sulfamethoxazole,d00119
sulfamethoxazole,sulfamethoxazole,d00119
sulfamethoxazole/trimethoprim,sulfamethoxazole/trimethoprim,d00124
sulfametoxazole,sulfamethoxazole,d00119
sulfarzine,sulfasalazine,d00379
sulfasalazine,sulfasalazine,d00379
sulfasalzine,unknown,d00379
sulfasatinzia,sulfasalazine,d00379
sulfasazine,sulfasalazine,d00379
sulfaslazine,sulfasalazine,d00379
sulfazine,sulfasalazine,d00379
sulindac,sulindac,d00033
sulindal,sulindac,d00033
sulphur cidacide,sulfasalazine,d00379
sumvolatin,simvastatin,d00746
sunthroid,synthroid,d00278
sunthrold,synthroid,d00278
suntura,unknown,d04929
super alpha lipoicarid,super alpha lipoic acid,NO_DRUG_ID
suralfale,sucralfate,d00377
surfaca,surfaxin,d07856
sustiva,sustiva,d04355
sutaline,sertraline,d00880
sutraline,sertraline,d00880
sybthyroid,synthroid,d00278
sybthyroid alternates,synthroid,d00278
syhnthroid,synthroid,d00278
sylindaic,cymbalta,d05355
symaroid,symmetrel,d00086
symax duotab,symax duotab,d00985
symbalta,cymbalta,d05355
symbastatin,simvastatin,d00746
symbicort 160/4.5,symbicort 160/4.5,d04795
symbyax,symbyax,d04917
symlin,symlin,d05488
symmetrel,symmetrel,d00086
symvastatin,simvastatin,d00746
symvastratin,simvastatin,d00746
synalar,synalar,d01293
synmoil,synthroid,d00278
synoslatin,ciprofloxacin,d00011
syntaroid,synthroid,d00278
syntest h3,syntest,d03245
syntheroid,synthroid,d00278
synthioid,synthroid,d00278
synthneid,synthroid,d00278
synthnoid,synthroid,d00278
synthoid,synthroid,d00278
synthram,synthroid,d00278
synthrod,synthroid,d00278
synthroic,synthroid,d00278
synthroid,synthroid,d00278
synthroid (levothyroxine),synthroid,d00278
synthroid (thyroid),synthroid,d00278
synthroid/thyroid,levothyroxine,d00278
synthrold,synthroid,d00278
synthroyd,synthroid,d00278
synthyroid,synthroid,d00278
syntrhoid,synthroid,d00278
syntrhroid,synthroid,d00278
syntroid,synthroid,d00278
synvastatin,simvastatin,d00746
synvisc,synvisc,d04240
synvisc injection,synvisc,d04240
syrtec,zyrtec,d03827
systame eye drops,systane eye drops,d03768
systame solution,systane,d03768
systane,systane,d03768
systane drops,systane drops,NO_DRUG_ID
systane eye drops,systane,d03768
systane eye drups,systane eye drops,NO_DRUG_ID
systane eyedrops,systane,d03768
sythroid,synthroid,d00278
t-3,liothyronine,d00658
t3,liothyronine,d00658
taceva,taceva,NO_DRUG_ID
tagamet,tagamet,d00140
tam oxifer,tamoxifen,d00381
tamazepaim,temazepam,d00384
tamazepam,temazepam,d00384
tamazipam,temazepam,d00384
tambacor,tambocor,d00234
tambocor,tambocor,d00234
tamdol,tramadol,d03826
tamofen,tamoxifen,d00381
tamon,tamoxifen,d00381
tamoxfin,tamoxifen,d00381
tamoxifen,tamoxifen,d00381
tamoxifen ct,tamoxifen,d00381
tamoxifine,tamoxifen,d00381
tamoxiphene,tamoxifen,d00381
tamoxitan,tamoxifen,d00381
tamoxofien,tamoxifen,d00381
tamsolosin hcl,tamsulosin hcl,NO_DRUG_ID
tamsuldsin,tamsulosin,d04121
tamsulorin,tamsulosin,d04121
tamsulosin,tamsulosin,d04121
tamsulosin hcl,tamsulosin hcl,d04121
tamsulsin,tamsulosin,d04121
tandem,tandem,d05690
tanitidine,ranitidine,d00021
tapazol,tapazole,d00290
tapazole,tapazole,d00290
taprol xl,toprol xl,d00134
taramterene,triamterene,d00396
tarazosin,terazosin,d00386
tarceva,tarceva,d05412
tarinslorin,trazodone,d00395
tarisopt,teriflunomide,d07905
tarka,tarka,d04065
tarka(2/240mg),tarka,d04065
tatinal,ativan,d00149
tavalin opth.,travatan,d04753
tavatan,unknown,d04753
taxol,taxol,d01376
tazarotene (0.05 pct),tazarotene,d04138
tazia,tazarotene,d04138
taztia,taztia xt,d00045
taztia xl,taztia xt,d00045
taztia xt,taztia xt,d00045
taztia xter,taztia xt,d00045
teazodone,trazodone,d00395
techtran,tegretol,d00058
tefetimibe,ezetimibe,d04824
tegratol,tegretol,d00058
tegrefol,tegretol,d00058
tegretal,tegretol,d00058
tegretol,tegretol,d00058
tegretol xr,tegretol xr,d00058
tekterma,tekturna,d06665
tekturna,tekturna,d06665
teledar,tegretol,d00058
telmisartan,telmisartan,d04364
telmisartan (micardis),telmisartan,d04364
temazapam,temazepam,d00384
temazapine,temazepam,d00384
temazepam,temazepam,d00384
temazepan,temazepam,d00384
temazepepam,temazepam,d00384
temezepam,unknown,d00384
temiramin,temozolomide,d04451
temololol eyedrops,unknown,d04037
temoptic,timoptic,d04037
temsulosin,tamsulosin,d04121
tenazepam,temazepam,d00384
tenazirpan,temazepam,d00384
tenazoiar,temazepam,d00384
tendormin,tenormin,d00004
tenex,tenex,d00717
tenoamin,tenormin,d00004
tenoretic,tenoretic,d03258
tenorim,tenormin,d00004
tenormin,tenormin,d00004
tenormin/mevacor,atenolol/lovastatin,NO_DRUG_ID
tenormom,tenormin,d00004
tera zosin,terazosin,d00386
teragosin,unknown,d00386
terasosin,terazosin,d00386
terasozim,terazosin,d00386
terasozin,terazosin,d00386
terazepan,temazepam,d00384
terazin,terazosin,d00386
terazisus,terazosin,d00386
terazo5in,terazosin,d00386
terazoan hcl,terazosin hcl,d00386
terazocin,terazosin,d00386
terazone,terazosin,d00386
terazonin,terazosin,d00386
terazonsin,terazosin,d00386
terazorin,terazosin,d00386
terazosin,terazosin,d00386
terazosin (hcl),terazosin,d00386
terazosin hci,terazosin,d00386
terazosin hcl,terazosin hcl,d00386
terazosin hydrochloride,terazosin hydrochloride,d00386
terazosin mcl,terazosin,d00386
terazosine,terazosin,d00386
terazosinttol,terazosin,d00386
terazosiv,terazosin,d00386
terazotim,terazosin,d00386
terazozin,terazosin,d00386
terazpsom,terazosin,d00386
terbafine hci,terbinafine hcl,NO_DRUG_ID
terbinafin solution top 1,terbinafine,d04012
terbinafine,terbinafine,d04012
terbinafine hcl,terbinafine hcl,d04012
terbinatine,terbinafine,d04012
terbutaline,terbutaline,d00752
tereme,tegretol,d00058
tereme/hctz,telmisartan/hydrochlorothiazide,NO_DRUG_ID
terenten,trental,d00336
terermin,unknown,d00806
terezosin,terazosin,d00386
terilube eye tube,tears naturale,d03768
terleptal,tegretol,d00058
terminus,unknown,NO_DRUG_ID
teromyn,terramycin,d01070
terozosin,terazosin,d00386
terozosin hcl,terazosin hcl,NO_DRUG_ID
terozoun,trazodone,d00395
terozusin,terazosin,d00386
terrazasin hci,terazosin hcl,NO_DRUG_ID
tertacycline,tetracycline,d00041
teruzusm,teriflunomide,d07905
terzosin,terazosin,d00386
tessalon,tessalon,d00796
tessalon pearls,tessalon perles,d00796
testim,testim,d00558
testin,testosterone,d00558
testose,testred,d00295
testoserone,testosterone,d00558
testosterone,testosterone,d00558
testosterone (cream),testosterone cream,NO_DRUG_ID
testosterone 1%,testosterone gel 1%,NO_DRUG_ID
testosterone buccal,striant,d00558
testosterone capsule,testosterone,d00558
testosterone cream,testosterone cream,d00558
testosterone crm,testosterone cream,d00558
testosterone cvp,testosterone cypionate,d00558
testosterone im,testosterone,d00558
testosterone ointment,testosterone ointment,d00558
testosterone patch,testosterone patch,d00558
tetracyclcline,tetracycline,d00041
tetracycline,tetracycline,d00041
tetracyline,tetracycline,d00041
tetrocycline,tetracycline,d00041
tetrozusin,terazosin,d00386
teva,unknown,NO_DRUG_ID
tevalosin hcl,telavancin hcl,NO_DRUG_ID
tevefen,teveten,d04266
teveten,teveten,d04266
teveten hct,teveten hct,d04837
tevetin,teveten,d04266
tezasin,tizanidine,d04102
tezazxosin,terazosin,d00386
thamterene hctz,triamterene hctz,NO_DRUG_ID
theo 24,theo-24,d00142
theo-24,theo-24,d00142
theo-dvr,theo-dur,d00142
theodur,theo-dur,d00142
theophiline,theophylline,d00142
theophylim,unknown,d00142
theophyline,theophylline,d00142
theophyllin,unknown,d00142
theophylline,theophylline,d00142
theophylline cr,theophylline cr,d00142
thepohylline,theophylline,d00142
therapram m,therapram m,NO_DRUG_ID
therazone,unknown,NO_DRUG_ID
thiamine,thiamine,d03130
thiamine hcl,thiamine hydrochloride,d03130
thiazide,thiazide,d03052
thioridazine,thioridazine,d00389
thioridazine hcl,thioridazine hydrochloride,d00389
thiorizadine,thioridazine,d00389
thiorodazine,thioridazine,d00389
thiothixene,thiothixene,d00391
thorazine,thorazine,d00064
thoridazine,thioridazine,d00389
threonine,threonine,d00490
throid (armour),armour thyroid,d00655
thur,unknown,NO_DRUG_ID
thyrixim,thyroxine,NO_DRUG_ID
thyroid,levothyroxine,d00278
thyroid armour,armour thyroid,d00655
thyroid complex,thyroid complex,d00655
thyroid extract,unknown,d00655
thyroid med,levothyroxine,d00278
thyroid medicine,levothyroxine,d00278
thyroid pill,levothyroxine,d00278
thyroid supplement,levothyroxine,d00278
thyroid tab,unknown,d00655
thyroid-armour,armour thyroid,d00655
thyrokin,thyroxine,NO_DRUG_ID
thyrorine,thyroxine,NO_DRUG_ID
thyrox,thyrox,d00278
thyroxin,levothyroxine,d00278
thyroxin b12,levothyroxine and cyanocobalamin,NO_DRUG_ID
thyroxine,levothyroxine,d00278
thyrozine,levothyroxine,d00278
tiamadol,tramadol,d03826
tiazac,tiazac,d00045
tiazar,tiazac,d00045
tiazic,tiazac,d00045
ticlid,ticlid,d00514
ticlodipine,ticlopidine,d00514
ticlopidine,ticlopidine,d00514
ticor,ticar,d00121
tikosyn,tikosyn,d04459
timalol (eye),timolol,d00139
timazepam,temazepam,d00384
timdol,timolol,d00139
timelol,timolol,d00139
timilol,timolol,d00139
timold,timolol,d00139
timold-gfs,timolol,d00139
timolol,timolol,d00139
timolol (0.5 pct),timolol,d00139
timolol (eyedrops),timolol,d00139
timolol (r) eye,timolol,d00139
timolol 0.005 drops,timolol,d00139
timolol 0.5 percent,timolol,d00139
timolol 0.5%,timolol,d00139
timolol 5 both eyes,timolol,d00139
timolol drops,timolol drops,d04037
timolol drops(%),timolol,d00139
timolol eye drop,timolol eye drops,d04037
timolol eye drops,timolol eye drops,d04037
timolol eye qtts,timolol eye drops,d04037
timolol gel,timolol gel,d00139
timolol gfs,timolol gfs,d04037
timolol gfs 1 drop - l eye,timolol gfs,d04037
timolol gtts,timolol,d00139
timolol maleate,timolol maleate,d00139
timolol maleate 0.5,timolol maleate,d00139
timolol maleate 0.5%,timolol maleate,d00139
timolol maleate ophthelmic sol,timolol maleate ophthalmic solution,d04037
timolol maleate| ophthalmic,timolol maleate,d00139
timolol malente,timolol maleate,d00139
timolol med - 0.5 percent,timolol maleate,d00139
timolol meleatc drops,timolol maleate drops,d00139
timolol oph drops,timolol ophthalmic drops,d04037
timolol ophth gtts,timolol ophthalmic drops,d04037
timolol ophth sol,timolol ophthalmic solution,NO_DRUG_ID
timolol ophthalmic drops,timolol ophthalmic drops,NO_DRUG_ID
timolol opth,timolol ophthalmic,d04037
timolol opth drops,timolol ophthalmic drops,d04037
timolol opthalmalic drops,timolol ophthalmic drops,d04037
timolol opthalmic drops,timolol ophthalmic drops,d04037
timolol soln.,timolol solution,d04037
timolol solution,timolol,d00139
timolor gfs,timolol gfs,d00139
timoptic,timoptic,d04037
timoptic .5 soln,timoptic,d04037
timoptic 0.25,timoptic,d04037
timoptic drops,timoptic,d04037
timoptic eye drops,timoptic,d04037
timoptic glaucoma drops,timoptic,d04037
timoptic ophthalmic drops,timoptic,d04037
timoptic opthalmic drops,timoptic ophthalmic drops,d04037
timoptic xe,timoptic xe,d04037
timoptic xe gtts,timoptic xe,d04037
timoptic xl,timoptic xl,d04037
timoptic-xe,timoptic-xe,d04037
timoptie,timoptic,d04037
timoral,timolol,d00139
timpotic,timoptic,d04037
timutic,timolol,d00139
tineacide,unknown,d03686
tiotropium bromide,tiotropium bromide,d04829
tiramidine,tizanidine,d04102
tizac,tizanidine,d04102
tizanidine,tizanidine,d04102
tizanidine d/c 2007,tizanidine,d04102
tizanidine hcl,tizanidine hydrochloride,d04102
tl;rl. x.,unknown,NO_DRUG_ID
tmeophxlinesr,theophylline sr,d00142
tng,unknown,NO_DRUG_ID
tnusopt ghs,timolol,d00139
toanxene,tranxene,NO_DRUG_ID
toazae,topamax,d04115
tobradex,tobradex,d03536
tobradex eye drops,tobradex,d03536
tobramycine,tobramycin,d00069
tofranil,tofranil,d00259
tolazamide,tolazamide,d00393
tolcapone,tolcapone,d04282
tolinase,tolinase,d00393
tolmetin,tolmetin,d00054
tolonase,tolinase,d00393
tolteradine,tolterodine,d04294
tolterodine,tolterodine,d04294
tolterodine la,tolterodine la,NO_DRUG_ID
tolterodine tartrate,tolterodine tartrate,d04294
tomeacode,unknown,NO_DRUG_ID
tomol xl,tramadol xl,NO_DRUG_ID
tomolol,timolol,d00139
tomoptic,timoptic,d04037
tomoptic eye drops,timoptic eye drops,d04037
tomoptic ophthalmic drops,timoptic ophthalmic drops,NO_DRUG_ID
tomoxaphin,tamoxifen,d00381
tomoxifen,tamoxifen,d00381
toolonolol,tolterodine,d04294
tooprol,unknown,d00134
topal xl,toprol xl,d00134
topamax,topamax,d04115
toparol,toprol,d00134
topical betamethasone,betamethasone,d00628
topical premarin,topical premarin,NO_DRUG_ID
topiel,topiramate,d04115
topiol xl,toprol xl,d00134
topiramate,topiramate,d04115
topnol xc,toprol xl,d00134
topomax,topamax,d04115
toporal,toprol,d00134
toporol,toprol,d00134
toporol xi,toprol xl,d00134
toporol xl,toprol xl,d00134
topral,toprol,d00134
topral xl,toprol xl,d00134
toprd xl,toprol xl,d00134
toprdxl,topiramate,d04115
toprik xl,toprol xl,d00134
topril,toprol,d00134
topril xl,toprol xl,d00134
toprocxl,toprol xl,d00134
toprol,toprol xl,d00134
toprol - xl,toprol-xl,d00134
toprol -xl,toprol-xl,d00134
toprol 1-xl,toprol-xl,d00134
toprol er,toprol xl,d00134
toprol hctz,toprol-xl and hydrochlorothiazide,NO_DRUG_ID
toprol x2,toprol xl,d00134
toprol xl,toprol xl,d00134
toprol xl 0.25,toprol xl,d00134
toprol xl 100mg,toprol xl,d00134
toprol-xl,toprol-xl,d00134
toprolol tartrate,metoprolol tartrate,d00134
toprolul,toprol xl,d00134
toprolx,toprol xl,d00134
toprolxl,toprol-xl,d00134
toproxl,toprol xl,d00134
toprpol xl,unknown,d00134
toradol,toradol,d00273
torol xl,toprol xl,d00134
torpol,toprol,d00134
torpol xl,toprol xl,d00134
torprol xl,toprol xl,d00134
torrol,toradol,d00273
torrol - xl,toprol-xl,d00134
torsamide,torsemide,d03189
torsemide,torsemide,d03189
torsemine,unknown,d03189
torsimide,torsemide,d03189
torvadex (eyedrops),tobrex,d03222
tosamex,topamax,d04115
tosemide,torsemide,d03189
toterodine,tolterodine,d04294
totolac,toradol,d00273
touro,touro cc,d03409
tp[ra;,topamax,d04115
tp[rp;,toprol,NO_DRUG_ID
tradol,tramadol,d03826
tram/hctz,trandolapril/hydrochlorothiazide,NO_DRUG_ID
tramadal,tramadol,d03826
tramadl,unknown,d03826
tramadol,tramadol,d03826
tramadol  (1/2 dose day),tramadol,d03826
tramadol (ultram),tramadol,d03826
tramadol 37.7/325,tramadol/acetaminophen,d03826
tramadol apap,tramadol/acetaminophen,NO_DRUG_ID
tramadol hcl,tramadol hydrochloride,d03826
tramadol hydrochloride,tramadol hydrochloride,d03826
tramadol/apap,tramadol/acetaminophen,d03826
tramadolol,tramadol,d03826
tramador,tramadol,d03826
tramadul,tramadol,d03826
tramatane os,tramadol,d03826
tramdol,tramadol,d03826
tramedol,tramadol,d03826
tramhreuse,tramadol,d03826
tramicinolone,triamcinolone,d00620
tramidol,tramadol,d03826
tramodal,tramadol,d03826
tramodol,tramadol,d03826
tramterene,triamterene,d00396
tramterene hct2,triamterene hctz,NO_DRUG_ID
tramx hctz,tramadol hctz,NO_DRUG_ID
tranadol,tramadol,d03826
tranclevene,tranxene,NO_DRUG_ID
trandolapril,trandolapril,d04008
tranidine,trandolapril,d04008
tranradol,tramadol,d03826
transderm,transderm scop,d00986
transderm-scop 1 patch,transderm scop,d00986
transdermal patch,unknown,NO_DRUG_ID
tranterone,terazosin,d00386
tranxene,tranxene,d00198
tranxene 37.5,tranxene,d00198
tranzine,trazodone,d00395
trapnadol,tramadol,d03826
traratan,taratan,NO_DRUG_ID
trasodone,trazodone,d00395
trauatan,traumatan,NO_DRUG_ID
trauatan opth,unknown,d04753
trava prost,travoprost,d04753
travaitan,travatan,d04753
travaprost,travoprost,d04753
travaprost opth,travoprost ophthalmic,d04753
travas[prt eue drp[,travatan eye drops,NO_DRUG_ID
