DRUG_NAME_UCASE,DRUG_ID
ETHINYL ESTRADIOL-LEVONORGESTREL,d03242
FLUORIDE TOPICAL,d04397
FLUORIDE TOPICAL,d04397
FLUORIDE TOPICAL,d04397
FLUORIDE TOPICAL,d04397
FLUORIDE-POTASSIUM NITRATE TOPICAL,d08487
FLUORIDE TOPICAL,d04397
FLUORIDE TOPICAL,d04397
FLUORIDE-POTASSIUM NITRATE TOPICAL,d08487
FLUORIDE TOPICAL,d04397
FLUORIDE TOPICAL,d04397
ETHINYL ESTRADIOL-NORGESTIMATE,d03781
"MULTIVITAMIN, PRENATAL",d03148
PNEUMOCOCCAL 7-VALENT CONJUGATE VACCINE,d04920
PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE,d07586
PNEUMOCOCCAL 20-VALENT CONJUGATE VACCINE,d09791
AMOXICILLIN/CLARITHROMYCIN/LANSOPRAZOLE,d04272
MULTIVITAMIN WITH MINERALS,d03145
LETERMOVIR,d08676
COBICISTAT-DARUNAVIR,d08305
DARUNAVIR,d05825
ZICONOTIDE,d05424
PREDNISOLONE,d00084
RIFAPENTINE,d04327
LIDOCAINE-PRILOCAINE TOPICAL,d03655
OMEPRAZOLE,d00325
OMEPRAZOLE,d00325
CYANOCOBALAMIN,d00413
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
MILRINONE,d00302
MILRINONE,d00302
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
ACETAMINOPHEN-OXYCODONE,d03431
MULTIVITAMIN,d03140
PRIMAQUINE,d00351
PRIMAQUINE,d00351
EPHEDRINE-GUAIFENESIN,d03380
EPHEDRINE/GUAIFENESIN/THEOPHYLLINE,d03282
EPHEDRINE,d00700
EPINEPHRINE,d00699
EPINEPHRINE,d00699
EPINEPHRINE,d00699
CHLORPHENIRAMINE-DEXTROMETHORPHAN,d03359
IMIPENEM-CILASTATIN,d00082
IMIPENEM-CILASTATIN,d00082
IMIPENEM-CILASTATIN,d00082
ESTRONE,d00534
DEXAMETHASONE,d00206
PRIMIDONE,d00352
ACETAMINOPHEN-OXYCODONE,d03431
EVENING PRIMROSE,d04421
TRIMETHOPRIM,d00123
AMPICILLIN,d00003
LISINOPRIL,d00732
HYDROCHLOROTHIAZIDE-LISINOPRIL,d03266
MEASLES/MUMPS/RUBELLA VIRUS VACCINE,d03007
TOLAZOLINE,d00741
DESVENLAFAXINE,d07113
IMMUNE GLOBULIN INTRAVENOUS,d01133
NAPHAZOLINE NASAL,d04147
LIDOCAINE-PRILOCAINE TOPICAL,d03655
ALBUTEROL,d00749
ALBUTEROL,d00749
ALBUTEROL,d00749
MIDODRINE,d04047
PROPANTHELINE,d00359
MULTIVITAMIN WITH MINERALS,d03145
PETROLATUM TOPICAL,d03641
PROBENECID,d00031
BACILLUS COAGULANS-INULIN,d08422
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
BACILLUS COAGULANS,d08421
LACTOBACILLUS RHAMNOSUS,d05225
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
BACILLUS COAGULANS-INULIN,d08422
BACILLUS COAGULANS,d08421
BACILLUS COAGULANS-INULIN,d08422
BUPRENORPHINE,d00840
PROCAINAMIDE,d00075
PROCAINAMIDE,d00075
PROCAINE,d01394
PARENTERAL NUTRITION SOLUTION W/ELECTROLYTES,d04132
PROCAINAMIDE,d00075
PROCAINAMIDE,d00075
NIFEDIPINE,d00051
NIFEDIPINE,d00051
DEXTROAMPHETAMINE,d00804
MULTIVITAMIN WITH MINERALS,d03145
ACETAMINOPHEN-HYDROCODONE,d03428
PROGESTERONE,d00550
CHLOPHEDIANOL/PHENYLEPHRINE/PYRILAMINE,d07850
PROCHLORPERAZINE,d00355
PROCHLORPERAZINE,d00355
PROCHLORPERAZINE,d00355
PROCHLORPERAZINE,d00355
CODEINE-PYRILAMINE,d08200
HYDROCODONE-POTASSIUM GUAIACOLSULFONATE,d03915
HYDROCODONE/POTASSIUM GUAIACOLSULFONATE/PSE,d04350
HYDROCORTISONE-PRAMOXINE TOPICAL,d03546
HYDROCORTISONE TOPICAL,d03205
PROCHLORPERAZINE,d00355
EPOETIN ALFA,d00223
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE-PRAMOXINE TOPICAL,d03546
HYDROCORTISONE TOPICAL,d03205
PRAMOXINE TOPICAL,d01303
HYDROCORTISONE-PRAMOXINE TOPICAL,d03546
PRAMOXINE TOPICAL,d01303
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
BISACODYL,d01015
HYDROCORTISONE TOPICAL,d03205
HYDROCORTISONE TOPICAL,d03205
PRAMOXINE TOPICAL,d01303
MULTIVITAMIN WITH MINERALS,d03145
CYSTEAMINE,d03794
BALSAM PERU-CASTOR OIL TOPICAL,d04437
BALSAM PERU-CASTOR OIL TOPICAL,d04437
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
PHENAZOPYRIDINE,d00337
ACETAMINOPHEN/CAFFEINE/ISOMETHEPTENE MUCATE,d05644
HYDROXYPROGESTERONE,d00554
OMEGA-3 POLYUNSATURATED FATTY ACIDS,d00497
CHORIONIC GONADOTROPIN (HCG),d00572
PHENTERMINE,d00806
PHENTERMINE,d00806
PHENTERMINE,d00806
IRON POLYSACCHARIDE,d03823
"MULTIVITAMIN, PRENATAL",d03148
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
DEXTROMETHORPHAN/GUAFENESIN/PPA,d03411
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
GUAIFENESIN-PHENYLPROPANOLAMINE,d03382
SUPROFEN OPHTHALMIC,d01204
POVIDONE IODINE TOPICAL,d00346
FENOPROFEN,d00026
HEME IRON POLYPEPTIDE,d05535
FOLIC ACID-HEME IRON POLYPEPTIDE,d10055
HEME IRON POLYPEPTIDE,d05535
MULTIVITAMIN WITH IRON,d03141
FACTOR IX COMPLEX,d05965
MULTIVITAMIN WITH MINERALS,d03145
PROGESTERONE,d00550
PROGESTERONE TOPICAL,d04213
PROGESTERONE,d00550
PROGESTERONE,d00550
PROGESTERONE,d00550
PROGESTERONE,d00550
DIAZOXIDE,d00129
TACROLIMUS,d03752
GADOTERIDOL,d03843
HAEMOPHILUS B CONJUGATE VACCINE (OBSOLETE),d01158
DEXCHLORPHENIRAMINE/DEXTROMETHO/PE/PYRILAMINE,d05892
CHLOPHEDIANOL/PHENYLEPHRINE/TRIPROLIDINE,d07751
CHLOPHEDIANOL-TRIPROLIDINE,d07752
BROMPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03368
PHENYLEPHRINE-TRIPROLIDINE,d07753
CHLORPHENIRAMINE,d00191
BROMPHENIRAMINE/DEXTROMETHORPHAN/PPA,d03372
BROMPHENIRAMINE/DEXTROMETHORPHAN/PPA,d03372
PHENIRAMINE/PPA/PHENYLTOLOXAMINE/PYRILAMINE,d03308
ALPHA 1-PROTEINASE INHIBITOR,d00775
ALPHA 1-PROTEINASE INHIBITOR,d00775
ACETAMINOPHEN-OXYCODONE,d03431
DOCUSATE,d01021
BROMFENAC OPHTHALMIC,d05518
ALDESLEUKIN,d01375
GUAIFENESIN-PHENYLEPHRINE,d03381
HYDROCODONE-POTASSIUM GUAIACOLSULFONATE,d03915
DEXTROMETHORPHAN-POTASSIUM GUAIACOLSULFONATE,d04339
GUAIFENESIN-PHENYLEPHRINE,d03381
DENOSUMAB,d07640
LIDOCAINE-MENTHOL TOPICAL,d08259
FLUPHENAZINE,d00237
FLUPHENAZINE,d00237
FLUPHENAZINE,d00237
TRIMETHOPRIM,d00123
ACETAMINOPHEN-BUTALBITAL,d03456
PROMETHAZINE,d00787
ELTROMBOPAG,d07357
MULTIVITAMIN WITH IRON,d03141
PROMAZINE,d00356
PROMAZINE,d00356
PROMETHAZINE,d00787
LIDOCAINE TOPICAL,d00683
DEXTROMETHORPHAN-PROMETHAZINE,d03360
CODEINE-PROMETHAZINE,d03357
PROMETHAZINE,d00787
PROMETHAZINE,d00787
PROMETHAZINE,d00787
PHENYLEPHRINE-PROMETHAZINE,d03317
PHENYLEPHRINE-PROMETHAZINE,d03317
CODEINE/PHENYLEPHRINE/PROMETHAZINE,d03364
CODEINE-PROMETHAZINE,d03357
DEXTROMETHORPHAN-PROMETHAZINE,d03360
DEXTROMETHORPHAN-PROMETHAZINE,d03360
PROMETHAZINE,d00787
PROGESTERONE,d00550
ACETAMINOPHEN-BUTALBITAL,d03456
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
DEXTRAN-1,d02377
DOCUSATE,d01021
PHENYLEPHRINE TOPICAL,d04298
LACTIC ACID-UREA TOPICAL,d04302
MULTIVITAMIN WITH IRON,d03141
PROCAINAMIDE,d00075
PROCAINAMIDE,d00075
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
LACTIC ACID-NIACINAMIDE TOPICAL,d09987
SALICYLIC ACID TOPICAL,d01307
SALICYLIC ACID TOPICAL,d01307
SALICYLIC ACID TOPICAL,d01307
SALICYLIC ACID TOPICAL,d01307
SALICYLIC ACID TOPICAL,d01307
ACETAMINOPHEN-PROPOXYPHENE,d03434
PROPAFENONE,d00358
PROPAFENONE,d00358
PHENYLPROPANOLAMINE,d00767
CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE,d03310
PHENYLPROPANOLAMINE,d00767
PROPANTHELINE,d00359
PROPARACAINE OPHTHALMIC,d01218
BROMPHENIRAMINE,d00785
GUAIFENESIN-HYDROCODONE,d03396
FINASTERIDE,d00563
MOMETASONE NASAL,d04223
MOMETASONE NASAL,d04223
MOMETASONE NASAL,d04223
DIPIVEFRIN OPHTHALMIC,d01184
FACTOR IX COMPLEX,d05965
PROPOFOL,d00933
PROPOFOL,d00933
ASA/CAFFEINE/PROPOXYPHENE,d03435
PROPOXYPHENE,d00360
PROPRANOLOL,d00032
PROPRANOLOL,d00032
PROPRANOLOL,d00032
IBUPROFEN,d00015
CISAPRIDE,d03166
PROPYLTHIOURACIL,d00361
MEASLES/MUMPS/RUBELLA/VARICELLA VIRUS VACCINE,d05645
CIPROFLOXACIN,d00011
CODEINE/DEXCHLORPHENIRAMINE/PHENYLEPHRINE,d07301
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
PROMETHAZINE,d00787
FINASTERIDE,d00563
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
BENZOIC ACID/HYOSCYAMINE/METHENAMINE/METHYLENE BLUE/PHENYL SALICYLATE,d08485
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
HYOSCYAMINE/METHENAM/M-BLUE/PHENYL SALICYL,d03618
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
DIMETHICONE TOPICAL,d05162
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
"EMOLLIENTS, TOPICAL",d03770
PARENTERAL NUTRITION SOLUTION,d04131
ESTAZOLAM,d00915
CAPROMAB PENDETIDE,d08392
MULTIVITAMIN,d03140
SAW PALMETTO,d04415
MULTIVITAMIN WITH MINERALS,d03145
NICOTINE,d00316
NEOSTIGMINE,d00313
NEOSTIGMINE,d00313
DINOPROSTONE TOPICAL,d00589
ALPROSTADIL,d01387
BENZOCAINE-CETYLPYRIDINIUM TOPICAL,d03634
PROTAMINE,d00362
LIDOCAINE TOPICAL,d00683
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH IRON,d03141
MULTIVITAMIN WITH MINERALS,d03145
MULTIVITAMIN WITH MINERALS,d03145
VITAMIN A AND D TOPICAL,d03136
UNDECYLENIC ACID TOPICAL,d03686
MULTIVITAMIN,d03140
MULTIVITAMIN,d03140
MULTIVITAMIN WITH MINERALS,d03145
PLASMA PROTEIN FRACTION,d02375
ACETAMINOPHEN/CHLORPHENIRAMINE/PHENYLEPHRINE,d03331
PANCRELIPASE,d01002
PANCRELIPASE,d01002
PANTOPRAZOLE,d04514
PANTOPRAZOLE,d04514
PRALIDOXIME,d01409
TACROLIMUS TOPICAL,d04740
METRONIDAZOLE,d00108
PROTRIPTYLINE,d00875
SOMATREM,d00576
HYDROCODONE-POTASSIUM GUAIACOLSULFONATE,d03915
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
ATROPINE/CPM/HYOSCYAMINE/PE/PPA/SCOPOLAMINE,d03339
HYDROCODONE/POTASSIUM GUAIACOLSULFONATE/PSE,d04350
METHYLENE BLUE,d01128
BIFIDOBACTERIUM-LACTOBACILLUS,d07400
SIPULEUCEL-T,d07638
ALBUTEROL,d00749
ALBUTEROL,d00749
ALBUTEROL,d00749
MEDROXYPROGESTERONE,d00284
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
MODAFINIL,d04378
SODIUM HYALURONATE OPHTHALMIC,d01222
METHACHOLINE,d03667
HYDROGEN PEROXIDE TOPICAL,d04003
CARBAMIDE PEROXIDE TOPICAL,d01232
FLUOXETINE,d00236
FLUOXETINE,d00236
PRUCALOPRIDE,d07541
"EMOLLIENTS, TOPICAL",d03770
DOXEPIN TOPICAL,d03774
"MULTIVITAMIN, PRENATAL",d03148
"MULTIVITAMIN, PRENATAL",d03148
PHENOLPHTHALEIN,d01012
"EMOLLIENTS, TOPICAL",d03770
CROTAMITON TOPICAL,d01280
"EMOLLIENTS, TOPICAL",d03770
MULTIVITAMIN WITH IRON,d03141
"EMOLLIENTS, TOPICAL",d03770
CHONDROITIN-GLUCOSAMINE,d04420
METHSCOPOLAMINE-PSEUDOEPHEDRINE,d04762
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CARBINOXAMINE-PSEUDOEPHEDRINE,d03570
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
BROMPHENIRAMINE-PSEUDOEPHEDRINE,d03301
BROMPHENIRAMINE/HYDROCODONE/PSEUDOEPHEDRINE,d04880
BROMPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03368
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
ACETAMINOPHEN-PSEUDOEPHEDRINE,d03289
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
BROMPHENIRAMINE-PSEUDOEPHEDRINE,d03301
BROMPHENIRAMINE-PSEUDOEPHEDRINE,d03301
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CARBETAPENTANE-PSEUDOEPHEDRINE,d04864
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN/HYDROCODONE/PSEUDOEPHEDRINE,d03404
PSEUDOEPHEDRINE,d00769
CARBINOXAMINE-PSEUDOEPHEDRINE,d03570
CARBINOXAMINE/DEXTROMETHORPHAN/PSE,d03577
CHLORPHENIRAMINE/METHSCOPOLAMINE/PSE,d03911
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
PSEUDOEPHEDRINE-TRIPROLIDINE,d03316
PSEUDOEPHEDRINE,d00769
PSEUDOEPHEDRINE,d00769
PSEUDOEPHEDRINE,d00769
ACETAMINOPHEN-PSEUDOEPHEDRINE,d03289
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
PSEUDOEPHEDRINE-TRIPROLIDINE,d03316
PSEUDOEPHEDRINE,d00769
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
PSEUDOEPHEDRINE,d00769
PSEUDOEPHEDRINE,d00769
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
CARBINOXAMINE/METHSCOPOLAMINE/PSEUDOEPHEDRINE,d04794
DIFLORASONE TOPICAL,d01292
DIFLORASONE TOPICAL,d01292
COAL TAR TOPICAL,d03703
COAL TAR TOPICAL,d03703
SALICYLIC ACID TOPICAL,d01307
COAL TAR TOPICAL,d03703
ANTHRALIN TOPICAL,d01254
COAL TAR TOPICAL,d03703
PSYLLIUM,d01018
CHLORPHENIRAMINE,d00191
CHLORPHENIRAMINE-PHENYLEPHRINE,d03300
BROMPHENIRAMINE,d00785
GUAIFENESIN/PHENYLEPHRINE/PPA,d03383
GLUCOSE,d00595
GLUCOSE,d00595
GLUCOSE,d00595
GLUCOSE,d00595
BROMPHENIRAMINE/CARBETAPENTANE/PHENYLEPHRINE,d05434
CARBETAPENTANE-GUAIFENESIN,d05361
BUDESONIDE,d04276
BUDESONIDE,d04276
BUDESONIDE,d04276
SODIUM CHLORIDE,d00438
DORNASE ALFA,d03173
MULTIVITAMIN WITH MINERALS,d03145
OCULAR LUBRICANT,d03768
CALCIPOTRIENE-NIACINAMIDE TOPICAL,d09995
SODIUM BIPHOSPHATE-SODIUM PHOSPHATE,d04160
BENZALKONIUM CHLORIDE TOPICAL,d01333
MULTIVITAMIN WITH MINERALS,d03145
CASTOR OIL,d01014
"EMOLLIENTS, TOPICAL",d03770
CORTICOTROPIN,d00604
MERCAPTOPURINE,d00289
MERCAPTOPURINE,d00289
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
"EMOLLIENTS, TOPICAL",d03770
HYDROCODONE-PSEUDOEPHEDRINE,d03352
CHLORPHENIRAMINE/HYDROCODONE/PSE,d03416
PYCNOGENOL,d04699
PIFLUFOLASTAT F-18,d09750
BISMUTH SUBCITRATE POTASSIUM/METRONIDAZOLE/TETRACYCLINE,d06834
PYRANTEL,d01123
PYRANTEL,d01123
PYRAZINAMIDE,d00117
BUTABARBITAL/HYOSCYAMINE/PHENAZOPYRIDINE,d04393
PHENAZOPYRIDINE,d00337
PHENAZOPYRIDINE,d00337
BUTABARBITAL/HYOSCYAMINE/PHENAZOPYRIDINE,d04393
PYRIDOSTIGMINE,d00363
PYRIDOXINE,d00412
PYRIDOXINE,d00412
PYRIDOXINE,d00412
PYRIDOXINE,d00412
PHENYLEPHRINE-PYRILAMINE,d04446
DEXTROMETHORPHAN/PHENYLEPHRINE/PYRILAMINE,d03371
PHENYLEPHRINE-PYRILAMINE,d04446
PYRILAMINE,d00782
PYRIMETHAMINE,d00364
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PYRITHIONE ZINC TOPICAL,d01263
PYRILAMINE,d00782
CARBETAPENTANE-PYRILAMINE,d06974
PHENYLEPHRINE-PYRILAMINE,d04446
PYROPHOSPHATE,d07930
ACETAMINOPHEN/CHLORPHENIR/PHENYLPROPANOLAMINE,d03319
MITAPIVAT,d09864
MITAPIVAT,d09864
USTEKINUMAB,d07396
USTEKINUMAB,d07396
USTEKINUMAB,d07396
ACETAMINOPHEN-PHENYLTOLOXAMINE,d03297
ASPIRIN-CAFFEINE,d03449
TOFERSEN,d10039
GUAIFENESIN-THEOPHYLLINE,d03273
DEXTROMETHORPHAN-GUAIFENESIN,d03400
GUAIFENESIN,d00797
LISINOPRIL,d00732
GLYCOPYRROLATE TOPICAL,d07348
CHLORPHENIRAMINE-PSEUDOEPHEDRINE,d03298
CHLORPHENIRAMINE,d00191
TRAMADOL,d03826
DIPHENHYDRAMINE,d00212
DIPHENHYDRAMINE,d00212
DIPHENHYDRAMINE TOPICAL,d03760
VILOXAZINE,d09726
PSEUDOEPHEDRINE,d00769
PSEUDOEPHEDRINE,d00769
FITUSIRAN,d10268
FITUSIRAN,d10268
ACETAMINOPHEN-PHENYLTOLOXAMINE,d03297
UBIQUINOL,d08412
CHLORPHENIRAMINE/PHENYLEPHRINE/PHENYLTOLOXAMINE,d03306
RIPRETINIB,d09563
PHENOLPHTHALEIN,d01012
LORATADINE,d03050
ACETAMINOPHEN-PHENYLEPHRINE,d03923
DIPHENHYDRAMINE,d00212
ACETAMINOPHEN/DOXYLAMINE/PHENYLEPHRINE,d08111
PILOCARPINE OPHTHALMIC,d01191
QUININE,d00366
MELOXICAM,d04532
TOLNAFTATE TOPICAL,d01274
BECLOMETHASONE NASAL,d04275
ACETAMINOPHEN,d00049
ACETAMINOPHEN,d00049
ACETAMINOPHEN,d00049
IBUPROFEN,d00015
UBIQUINONE,d04523
PHENTERMINE-TOPIRAMATE,d07881
BROMPHENIRAMINE-PSEUDOEPHEDRINE,d03301
BROMPHENIRAMINE-PHENYLPROPANOLAMINE,d03302
BROMPHENIRAMINE/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,d03368
BROMPHENIRAMINE-PHENYLPROPANOLAMINE,d03302
DAPAGLIFLOZIN-SAXAGLIPTIN,d08531
ATROPINE/CPM/HYOSCYAMINE/PE/PPA/SCOPOLAMINE,d03339
HYDROCODONE/PHENIRAMINE/PE/PPA/PYRILAMINE,d03375
GUAIFENESIN,d00797
DEXTROMETHORPHAN/GUAIFENESIN/PHENYLEPHRINE,d03408
DEXTROMETHORPHAN/GUAIFENESIN/PSEUDOEPHEDRINE,d03409
DEXTROMETHORPHAN-GUAIFENESIN,d03400
GUAIFENESIN-PSEUDOEPHEDRINE,d03379
CARBETAPENTANE/CPM/EPHEDRINE/PHENYLEPHRINE,d03574
CARBETAPENTANE/CPM/EPHEDRINE/PHENYLEPHRINE,d03574
CARBETAPENTANE/CPM/EPHEDRINE/PHENYLEPHRINE,d03574
"DIPHTHERIA/PERTUSSIS, ACELLULAR/TETANUS/POLIO VACCINE",d04675
PHENIRAMINE/PHENYLTOLOXAMINE/PSE/PYRILAMINE,d04769
PHENIRAMINE/PHENYLTOLOXAMINE/PSE/PYRILAMINE,d04769
CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE,d03310
PHENIRAMINE/PPA/PHENYLTOLOXAMINE/PYRILAMINE,d03308
CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE,d03310
PHENIRAMINE/PPA/PHENYLTOLOXAMINE/PYRILAMINE,d03308
SAMARIUM SM 153 LEXIDRONAM,d04531
ATROPINE/HYOSCYAMINE/PHENOBARBITAL/SCOPOLAMINE,d03485
EPHEDRINE/PB/K IODIDE/THEOPHYLLINE,d03287
QUININE,d00366
CHLORPHENIRAMINE/DM/GUAIFENESIN/PHENYLEPHRINE,d03419
GUAIFENESIN/HYDROCODONE/PHENYLEPHRINE,d03403
CHLORPHENIRAMINE/GUAIFENESIN/PHENYLEPHRINE,d03392
ETHINYL ESTRADIOL-LEVONORGESTREL,d03242
CHLORPHENIRAMINE/DM/GUAIFENESIN/PHENYLEPHRINE,d03419
CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,d03369
CLIDINIUM,d00991
ETHINYL ESTRADIOL-LEVONORGESTREL,d03242
QUAZEPAM,d00917
TOPIRAMATE,d04115
SUCCINYLCHOLINE,d00376
AMMONIUM CHLORIDE/CPM/DM/EPHEDRINE/IPECAC/PE,d03422
DIPHENHYDRAMINE,d00212
CHOLESTYRAMINE,d00193
CHOLESTYRAMINE,d00193
CHOLESTYRAMINE,d00193
CHOLESTYRAMINE,d00193
QUETIAPINE,d04220
QUETIAPINE,d04220
MULTIVITAMIN WITH FLUORIDE,d03143
MULTIVITAMIN WITH IRON AND FLUORIDE,d03660
GUAIFENESIN-THEOPHYLLINE,d03273
GUAIFENESIN-THEOPHYLLINE,d03273
THEOPHYLLINE,d00142
THEOPHYLLINE,d00142
CAFFEINE,d00801
IMIQUIMOD/SALICYLIC ACID/TRETINOIN TOPICAL,d09973
IMIQUIMOD/LEVOCETIRIZINE/NIACINAMIDE TOPICAL,d10005
IMIQUIMOD/LEVOCETIRIZINE/TRETINOIN TOPICAL,d10062
METHYLPHENIDATE,d00900
METHYLPHENIDATE,d00900
QUINACRINE,d00158
QUINACRINE,d00158
QUINIDINE,d00020
QUININE,d00366
QUINAPRIL,d00365
HYDROCHLOROTHIAZIDE-QUINAPRIL,d04509
GUAIFENESIN-PHENYLEPHRINE,d03381
CODEINE/GUAIFENESIN/PHENYLPROPANOLAMINE,d03407
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE,d03361
HYDROXYCHLOROQUINE,d00817
QUINIDINE,d00020
QUINIDINE,d00020
QUINIDINE,d00020
QUINIDINE,d00020
QUINIDINE,d00020
QUINIDINE,d00020
QUINIDINE,d00020
QUININE,d00366
QUININE,d00366
QUININE,d00366
ALOE POLYSACCHARIDES-IODOQUINOL TOPICAL,d07490
QUINIDINE,d00020
QUINIDINE,d00020
GUAIFENESIN-PHENYLEPHRINE,d03381
GUAIFENESIN/PHENYLEPHRINE/PPA,d03383
UBIQUINONE,d04523
IMIQUIMOD-TRETINOIN TOPICAL,d09972
LEVOFLOXACIN OPHTHALMIC,d04707
ATOGEPANT,d09812
CAPSAICIN TOPICAL,d01321
DARIDOREXANT,d09879
CETIRIZINE,d03827
CHLORPHENIRAMINE/HYDROCODONE/PSE,d03416
CHLORPHENIRAMINE/METHSCOPOLAMINE/PE,d03338
BECLOMETHASONE,d00760
BECLOMETHASONE,d00760
BECLOMETHASONE,d00760
RESORCINOL TOPICAL,d04044
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
PIPERONYL BUTOXIDE-PYRETHRINS TOPICAL,d04002
CLONIDINE/EPINEPHRINE/KETOROLAC/ROPIVACAINE,d09459
