raw_drug,drug_id
hyzaar 100 25,d03830
hyzaar 100-25,d03830
hyzaar 100/12.5,d03830
hyzaar 100/25,d03830
hyzaar 50-12.5,d03830
hyzaar 50/112.5,xxxxxx
hyzaar(100/2.5mg),d03830
hyzaar(100/25mg),d03830
hyzaar(50/12.5mg),d03830
hyzaii 100/25,d03830
hyzar,d03830
hyzarr,d03830
hyzoar,d03830
hyzoor,d03830
hyzzar,d03830
hzaar,d03830
i - cap,d03141
ibersartan,d04222
ibruprofen,d00015
ibruprophen,d00015
ibuprofen,d00015
ibuprofen (gel),d00015
ibuprofen gel,d00015
ibuprofin,d00015
ibuprophen,d00015
ic lorazepam,d00149
ic megestrol,d01348
ic timolol,d00139
icaps,d03141
imdor,d00269
imdur,d00269
imdur er,d00269
imdurr,d00269
imdus,d00269
imetrex,xxxxxx
imipraimine hcl,d00259
imipram hcl,xxxxxx
imipramime,d00259
imipramine,d00259
imiprimine,d00259
imithex,d03160
imitlex,d03160
imitrex,d03160
imitrex spray,d03160
immitrex,d03160
immodierm,d01025
immodium,d01025
imodium,d01025
imodium advanced,d04157
imuran,d00024
imutrex,d03160
indapamide,d00260
indapimide,d00260
indapomide,d00260
indapramide,d00260
indaral la,d00032
indepamide,d00260
indepomide,d00260
inderal,d00032
inderal - la,d00032
inderal ca,d00032
inderal la,d00032
inderal xr,d00032
inderal-la,d00032
inderal-xl,d00032
inderol,d00032
indipamide,d00260
indocin,d00039
indocin sr,d00039
indomethacin,d00039
indomethacin sr,d00039
indomethacine,d00039
indomethain,d00039
indomethaun,d00039
indomethician,d00039
indomethycin,d00039
indopimide,d00260
indoral,d00032
indur,d00269
indural,d00032
inflamase forte,d03221
innopran xl,d00032
inositol,d00496
insinopril,d00732
inspra,d04815
insulin,d04369
insulin (long acting),xxxxxx
insulin 100's,xxxxxx
insulin 70/30,d04374
insulin 70/30 as ordered,d04374
insulin 70130,d04374
insulin aspart,d04697
insulin detemir,d05436
insulin gargine,d04538
insulin glargine,d04538
insulin humlog,d04373
insulin isophane,xxxxxx
insulin isophane-insulin regul,d04374
insulin lanta,d04538
insulin lantus,d04538
insulin lispro,d04373
insulin nov,d04697
insulin nov 70/30,d04839
insulin novolog,d04697
insulin nph,xxxxxx
insulin r,d04369
insulin reg,d04369
insulin regular,d04369
insulin-humalog,d04373
insulin-humulin,d04374
insuline glorgine,d04538
intal,d00200
intercept,r10018
interferon beta-1a,d04011
iodine,d05776
iodoquinol cream (1 pct),d01105
iodoral,d05777
iopidine,d01185
iopidine ophthalmic drops,d01185
ipratropiam bromide,d00265
ipratropian,d00265
ipratropium,d00265
ipratropium (nasal spray),d04235
ipratropium (nebulizer),d04235
ipratropium - bromide,d00265
ipratropium br,d00265
ipratropium br .03%,d00265
ipratropium bromide,d00265
ipratropium bromide albuterol,d00265
ipratropium bromide nasal,d04235
ipratropium bromide nasal spra,d04235
ipratropium bromide spray,d04235
ipratropium inh,d00265
ipratropium inh.,d04235
ipratropium inhalation,d04235
ipratropium nasal spray,d04235
ipratropium neb,d00265
iprotropium (nasal spray),d04235
iragdone,xxxxxx
irbasartan,d04222
irbesartan,d04222
irbesartan-avalide,d04245
irbesarten,d04222
iron,d03822
iron sulfate,d03824
iron-sulfate,d03824
isatol,d04037
ismo,d00269
isndil,d00268
isoniaid,xxxxxx
isoniazid,d00101
isophen-df,d03298
isoprol,d00697
isoptin,d00048
isopto atropine,d03212
isopto carbachol,d01189
isopto carbachol od,d01189
isoptocarpine,d01191
isorbid,d00653
isorbide,d00268
isorbide dinitrate,d00268
isorbide mononit,d00269
isorbide mononitrate,d00269
isordil,d00268
isororbide,d00653
isororbide mononitrate,d00269
isorsibid,d00653
isorsobide,d00653
isosabide,d00653
isosobide,d00653
isosobide nitrate,d00268
isosobmono,d00269
isosobride,d00653
isosonoide dinitrate,d00268
isosor bide mononitrate,d00269
isosorb,d00653
isosorb mono,d00269
isosorb. mononitr.,d00269
isosorbdin,d00653
isosorbid,d00653
isosorbid dinitrate,d00268
isosorbid mono,d00269
isosorbide,d00653
isosorbide d,d00268
isosorbide dinitrale,d00268
isosorbide dinitrate,d00268
isosorbide dn,d00268
isosorbide er,d00268
isosorbide mn,d00269
isosorbide monitrate,d00269
isosorbide mono,d00268
isosorbide mono er,d00269
isosorbide monoitrate,d00269
isosorbide mononit,d00269
isosorbide mononitra,d00269
isosorbide mononitrat,d00269
isosorbide mononitrate,d00269
isosorbide mononitrate er,d00269
isosorbide monotrate,d00269
isosorbide nitrate,d00268
isosorbide sr,d00653
isosorbidedinitrate,d00268
isosorbidemonitrate er,d00269
isosorbidemonontrate,d00269
isosorbidmononitrate,d00269
isosorbmono,d00269
isosorboride,d00653
isosorbrac dinitrate sr,d00268
isosordide,d00653
isospraide,d00653
isosprbid,d00653
isosurbide,d00653
isoxsuprine,d00693
isradipine,d00270
istalol,d04037
istalol drop,d04037
istalol med,d04037
istatol opth,d04037
isudil,d00268
isuprel,d00697
iv chelation,xxxxxx
ivia,d01133
ivig,d01133
jantoven,d00022
jantover,d00022
janumet,d06720
januvia,d05896
jaunia,d05896
jctz,xxxxxx
jenuvia,d05896
jiorinal,d03457
jorazepam,d00149
ju hovia,d05896
junovia,d05896
junuvia,d05896
k,d00345
k citrate,d03066
k cl,d00345
k dur,d00345
k dur potassium,d00345
k plus,d00345
k supplement,d00345
k tab,d00345
k tabs,d00345
k+,d00345
k+ (potassium,d00345
k+ (pottassium),d00345
k+ chloride,d00345
k+ cl,d00345
k+cl,d00345
k-dup,d00345
k-dur,d00345
k-dur 10,d00345
k-dur 20,d00345
k-dur tab,d00345
k-klor,d00345
k-lor,d00345
k-lyte/cl packet (.25 meg.),d03960
k-tab,d00345
k-tabs,d00345
k-tabs (potassium),d00345
k. tab,d00345
kaochlor-xr,d00345
kaopectate,d01026
kariva,xxxxxx
karivac (oral birth control),xxxxxx
kay ciel 20 meq,d00345
kayexalate,d00743
kci,d00345
kci (potassium),d00345
kcl,d00345
kcl (meq),d00345
kcl (potassiun chloride),d00345
kcl 10,d00345
kcl 20meq,d00345
kcl 40meq,d00345
kcl con,d00345
kcl er,d00345
kcl meq,d00345
kcl prn,d00345
kcl+,d00345
kcl+ tabs,d00345
kcl-20,d00345
kclor-con,d00345
kdur,d00345
keflex,d00096
kenalog,d03206
kenalog cream to legs,d03206
kepa,d04499
kepira,d04499
keppa,d04499
keppna,d04499
keppra,d04499
keppro,d04499
kepra,d04499
kerlone,d00176
ketaconazole cream,d03202
ketoconazole,d00103
ketoconazole cream,d03202
ketoprofen,d00028
ketoprofen gel,d00028
ketorolac,d00273
kevaquin,d04109
klonapin,d00197
klonazepam,d00197
klonazepam 0.25,d00197
klonepin,d00197
klonipin,d00197
klonopin,d00197
klonoprin,d00197
klor,d00345
klor - con,d00345
klor con,d00345
klor con 8 meq,d00345
klor con er,d00345
klor con m15,d00345
klor con m20,d00345
klor con meq,d00345
klor conc,d00345
klor ion,d00345
klor--c,d00345
klor-ca,d00345
klor-chon,d00345
klor-cin,d00345
klor-con,d00345
klor-con (meq),d00345
klor-con (potassium vitamin),d00345
klor-con 10,d00345
klor-con 10 meq,d00345
klor-con m (20 meq k),d00345
klor-con m10 tab.,d00345
klor-con m20,d00345
klor-con m2o,d00345
klor-con meq,d00345
klor-con mtd,d00345
klor-con sa,d00345
klor-con-m,d00345
klor-cor,d00345
kloracon,d00345
klorcan,d00345
klorcon,d00345
kozar,d03821
kristalose,d01024
l arginine,d00578
l thyroxine,d00278
l- thyroxine,d00278
l-arginine,d00578
l-dopa,d00277
l-thyroxine,d00278
l. thyroxine,d00278
l0ratadine,d03050
la,xxxxxx
la detrol,d04294
labatolol,d00016
labeialol,d00016
labetabol,d00016
labetalol,d00016
labetalol hcl,d00016
labetalol hydrochloride,d00016
labetalot,d00016
labetanol,d00016
labetolol,d00016
labetolol hcl,d00016
labetotol,d00016
labitanol,d00016
lac-hydren skin cream,d04049
lac-hydrin,d04049
laclotien,d04049
lacri-lube s.o.p.,d03768
lactase,d03897
lactic acid,d04090
lactobacillus,d03644
lactose,d03897
lactulosa,d01024
lactulosc,d01024
lactulose,d01024
lactulose #960,d01024
lactulose 10gm/15ml,d01024
lacynapril,d00732
lamasil,d04012
lamical,d04012
lamicil,d04012
lamictal,d03809
lamictol,d03809
lamiictal 300,d03809
lamisil,d04012
lamotrigen,d03809
lamotrigine,d03809
lamsil,d04012
lanoxicaps,d00210
lanoxil,d00210
lanoxin,d00210
lanoxine,d00210
lanroprasol,d03828
lansoperole,d03828
lansoprazole,d03828
lantis (insulin),d04538
lantis insulin,d04538
lantis insulin pump,d04538
lantus,d04538
lantus 10,d04538
lantus 10-15,d04538
lantus ingulin,d04538
lantus insulin,d04538
lantus solostar pen,d04538
lantus sq,d04538
lantus subq,d04538
lapresor,d00134
lasartan,d03821
lasax,d00070
lasex,d00070
lasik,d00070
lasix,d00070
lasix (furosemide),d00070
lassix,d00070
lasux,d00070
latanopost,d04017
latanoprose eye drops,d04017
latanoprost,d04017
latanoprost (0.005 pct),d04017
latanoprost (0.05 percent),d04017
latanoprost 0.0005 percent,xxxxxx
latanoprost 0.005 percent,xxxxxx
latansoprost,d04017
latemax drops,d04292
latex - fluid,xxxxxx
latis insulin,d04697
latrel,xxxxxx
latulose syrup,d01024
lavastatin,d00280
lavoxyl,d00278
lax prepare,d01013
laxis,d00070
lebothroxine,d00278
lebothyroxin,d00278
lebothyroxine,d00278
lecithin,d03663
lecozotan sr,r10020
lefunomide,d04349
legatrin,d03445
lemotil,d03506
lenoxyl,d00278
lepitor,d04105
lepotro,d04812
leptic,d05508
lerothyroxine,d00278
lescal,d03183
leschol,d03183
lescital,d03183
lescol,d03183
lescol xl,d03183
letrozole,d04156
leucovorin,d00275
leukeran,d00188
leukeron,d00188
leuothyroxine,d00278
levacor,s10135
levadopa,d00277
levalbuterol,d04427
levalbuterol hcl,d04427
levalbuterol inhaler,d04427
levalbuterol tartrate 59 mcg/2,d04427
levaquin,d04109
levathroxine,d00278
levathyoxine,d00278
levathyroxin,d00278
levathyroxine,d00278
levbid,d00985
levemir,d05436
levemir flexpen insulin,d05436
levetiracetam,d04499
levetiracetan,d04499
levidopa,d00277
levitra,d04893
levobunalol opth,d01187
levobunolol,d01187
levobunolol (0.05 percent),d01187
levobunolol (2 eye drops),d01187
levobunolol 2gtts l eye,d01187
levobunolol betagen 0.5,d01187
levobunolol drops,d01187
levobunolol eye atts ou,d01187
levobunolol eye gtts ou,d01187
levobunolol hcl,d01187
levobunolol hcl (eye drops),d01187
levobunolol hcl eye drops 0.5,d01187
levobunolol hydrochloride,d01187
levobunolol hydrocloride,d01187
levobunolol ophth,d01187
levobunolol ophthalmic,d01187
levobunolol opn drops,d01187
levobunolol sol.,d01187
levobunolol soln,d01187
levodopa,d00277
levodopa 25-100,d00277
levodopa 25/250,d00277
levodopa cr,d00277
levodopa extended release,xxxxxx
levodupa,d00277
levofloxacin,d04109
levora,xxxxxx
levostatin,d00280
levothiprxine,d00278
levothroid,d00278
levothroid tab,d00278
levothroide,d00278
levothroxin,d00278
levothroxine,d00278
levothryoxin,d00278
levothryoxine,d00278
levothryroxine,d00278
levothydoxine,d00278
levothydroxine,d00278
levothyerxnie,d00278
levothyhroxine,d00278
levothynoxine,d00278
levothyoroxine,d00278
levothyorsin,d00278
levothyoxin,d00278
levothyoxine,d00278
levothypoxine,d00278
levothyraxine sodium,d00278
levothyreoxine,d00278
levothyrid,d00278
levothyrine,d00278
levothyroid,d00278
levothyroixin,d00278
levothyronix,d00278
levothyronixe,d00278
levothyrorine,d00278
levothyrosxin,d00278
levothyrox,d00278
levothyroxane,d00278
levothyroxic,d00278
levothyroxil,d00278
levothyroxim,d00278
levothyroxin,d00278
levothyroxine,d00278
levothyroxine (synthroid),d00278
levothyroxine na,d00278
levothyroxine sodium,d00278
levothyroxn,d00278
levothyroxum,d00278
levothyroxyne,d00278
levothyrxal,d00278
levotthyroxine,d00278
levotyroxime,d00278
levotyroxine,d00278
levoxil,d00278
levoxl,d00278
levoxly,d00278
levoxthyrin,d00278
levoxye,d00278
levoxyl,d00278
levoxyl 50,d00278
levoxyn,d00278
levsin,d00985
lexagno,d04812
lexapo,d04812
lexapr,xxxxxx
lexapr0,d04812
lexapro,d04812
lexipro,d04812
lexopril,d04812
lexopro,d04812
lexotan,r10022
lexothyroixine,d00278
lexothyroxine,d00278
lexpro,d04812
lexupro,d04812
lexzpro,d04812
leyothroid,d00278
lialda,d01031
librax,d03492
librax(5/2.5mg),d03492
librium,d00189
libruim,d00189
lic,xxxxxx
lidex,d01294
lidex (ointment),d01294
lidex ointment,d01294
lidocain,d00059
lidocaine,d00059
lidocaine 5 patch,d00683
lidocaine back patch,d00683
lidocaine patach,d00683
lidocaine patch,d00683
lidocaine patch 5,d00683
lidocaine topical patches,d00683
lidocane (patch),d00683
lidocane patch,d00683
lidocor,xxxxxx
lidoderm,d00683
lidoderm 1/2 patch,d00683
lidoderm 5 percent,d00683
lidoderm 5; patch,d00683
lidoderm patch,d00683
lieite,d04105
limbitrol,d03462
limbrel,d00417
lindolol,d00137
lininopril,d00732
liniosopril,d00732
linispril,d00732
linopril,d00732
linsinopril,d00732
liothryonene,d00658
liothyronine,d00658
lipator,d04105
lipidor,d04105
lipilor,d04105
lipinopril,d00732
lipior,d04105
lipitar,d04105
lipiter,d04105
lipitoe,d04105
lipitol,d04105
lipiton,d04105
lipitor,d04105
lipitor     `,d04105
lipitor (1/2 a pill),d04105
lipitor 80,d04105
lipitor tab,d04105
lipizide,d00246
lipoderm patch,d00683
lipoitor,d04105
lipotor,d04105
liptior,d04105
liptor,d04105
liq gel for eye,d03768
liquid antacid extra,d00425
lisimopril,xxxxxx
lisin/hctz,d03266
lisin/hctz 20/25,d03266
lisinapril,d00732
lisinepril,d00732
lisininopril,d00732
lisiniopril,d00732
lisinipril,d00732
lisinipril hctz,d03266
lisinmopril,d00732
lisinnopril,d00732
lisino,d00732
lisino-hctz(20/25mg),d03266
lisino/hctz (20/12.5mg),d03266
lisinofril,d00732
lisinohctz,d03266
lisinopal,d00732
lisinopcil,d00732
lisinopil,d00732
lisinopl hctz,d03266
lisinoplul hctz,d03266
lisinoprel,d00732
lisinopri,d00732
lisinopric,d00732
lisinoprie,d00732
lisinopril,d00732
lisinopril (prinivil),d00732
lisinopril / hc,d00732
lisinopril / hchtz,d03266
lisinopril / hcthz,d03266
lisinopril / hctz,d03266
lisinopril 20 12.5,d00732
lisinopril 20/12.5,d00732
lisinopril 40mg,d00732
lisinopril hcl,d00732
lisinopril hctz,d03266
lisinopril hctz 10/12.5,d03266
lisinopril tab,d00732
lisinopril zest,d00732
lisinopril zestoretic,d03266
lisinopril(20/25mg),d00732
lisinopril-hctz,d03266
lisinopril/hctz,d03266
lisinopril/hctz 10/12.5,d03266
lisinopril/hydrochlorothiazide,d03266
lisinopril/zestril,d00732
lisinoprin,d00732
lisinoprol,d00732
lisinoprol/hctz,d03266
lisinopryl,xxxxxx
lisinoril,d00732
lisinpil,d00732
lisinpril,d00732
lisinropcil,d00732
lisionpril,d00732
lisiopril hctz,d03266
lisipopril,d00732
lisiprol,d00732
lisiro-hct2,d03266
lisiropril,d00732
lisiuopril,d00732
lisivopril,d00732
lisluopril,d00732
lisniopril/hctz,d03266
lisnopril,d00732
lisonopril,d00732
lisopril,d00732
lisorropril,d00732
lisroprol,d00732
lithium,d00061
lithium aspartate,xxxxxx
lithium carbonate,d00061
lithium cr,d00061
lithobid,d00061
lithum,d00061
livesta,d05421
livial,r10009
livostatin,d03229
llipitor,d04105
lobartan,d03821
locoid,d03205
locoid cream,d03205
locoid lipocream,d03205
lodamax,d04292
lodine,d00851
lodine (etodolac),d00851
lodosyn,d00184
lodrane er,d00785
loestrin 24,xxxxxx
lofibra,d04286
lomotil,d03506
lomotil 2.5/0.025,d03506
lonesta,d05421
lonox,xxxxxx
loperamide,d01025
loperamide hcl,d01025
loperamide hcl(imodium),d01025
lopernin,xxxxxx
lopid,d00245
lopio,d00245
lopresor,d00134
lopresson,d00134
lopressor,d00134
loprox,d01272
loracicline,d03050
lorastatin,d00280
loratadine,d03050
loratadine (claritin),d03050
loratadinie,d03050
loratadure,d03050
loratastene,d03050
loratdine,d03050
loratidine,d03050
loratradine,d03050
loravepam,d00149
loraxepam,d00149
lorazapam,d00149
lorazapan,d00149
lorazempam,d00149
"lorazepa,",d00149
lorazepam,d00149
lorazepam  0.5-1mg,d00149
lorazepam 0.25,d00149
lorazepam 1 half,d00149
lorazepam/prn,d00149
lorazepan,d00149
lorazipam,d00149
lorazpam,d00149
lorcet,d03428
lorezapam,d00149
lorezepam,d00149
lorozepam,d00149
lortab,d03428
lortab 10/500,d03428
lortadine,d03050
losartan,d03821
losartan potassium,d03821
losartar,d03821
losartin,d03821
losarton,d03821
losinapril,d00732
losopt 2,xxxxxx
losyn,d03165
lotemax,d04292
lotemax opthalmic drops,d04292
lotencin,d00730
lotensin,d00730
lotensin 10 12.5mg,d00730
lotensin hct,d03265
lotensin plus hydrochlorothiaz,d03265
lotensin(10/12.5mg),d00730
lotension,d00730
lotorel,d03829
lotree,d03829
lotrel,d03829
lotrel  5/20,d03829
lotrel 10 20,d03829
lotrel 10/20,d03829
lotrel 2.5 10,d03829
lotrel 5 10,d03829
lotrel 5.2,d03829
lotrel 5/10,d03829
lotrel 5/10mg,d03829
lotrel 5/20,d03829
lotrel benazepril,d03829
lotrell,d03829
lotrell 10/20,d03829
lotril,d03829
lotril 10/40,d03829
lotrimin,d04395
lotrimin  cream,xxxxxx
lotrisone,d03561
lotrol,d03829
lotronex,d04516
louastatin,d00280
lovartatin,d00280
lovastat,d00280
lovastaten,d00280
lovastatia,d00280
lovastatin,d00280
lovastatin tab,d00280
lovastatine,d00280
lovastation,d00280
lovastation sr,d00280
lovastaton,d00280
lovastin,d00280
lovastine,d00280
lovatadine,d03050
lovatidine,d03050
lovaza,d00497
lovenox,d03041
lovent,d01296
lovistatim,d00280
lovodopa,d00277
lovostatin,d00280
lovoxyl,d00278
low sotren 24fe,xxxxxx
loxapine,d00897
loxipine,d00897
lozaar,d03821
lozol,d00260
lubricant jelly,d03770
lubricating (eye drops),xxxxxx
lumagan,d04754
lumagrim,d04754
lumegan (eye),d04754
lumesta,d05421
lumigan,d04754
lumigan (0.03 pct eyedrops),d04754
lumigan (4 eye drops),d04754
lumigan (eye drops 0.03 pct),d04754
lumigan 0.03  os,d04754
lumigan 0.03 percent,d04754
lumigan 0.03%,d04754
lumigan 0.33,d04754
lumigan eye drop,d04754
lumigan eye drops,d04754
lumigan eye drops(),d04754
lumigan eye gtts,d04754
lumigan eyes drops,d04754
lumigan gtts,d04754
lumigan opth.,d04754
lumigan opthalmic,d04754
lumigan opthalmic drops,d04754
lumigan osthal,d04754
lumigan ou,d04754
lumigan slon,d04754
lumigan solution .03pc,d04754
lumigar,d04754
lumigen,d04754
lumigram,d04754
lumigum solution,d04754
lumijan drop,d04754
lunesta,d05421
lunestra,d05421
lupnon,d01353
lupron,d01353
lupron depot,d01353
lupron injection,d01353
lupron injection q 4 months,d01353
lupron injections,d01353
lupron sq,d01353
lusartan,d03821
lutan,d06848
lutean,d06848
lutein,d06848
lutensin,d00730
lutin,d06848
luvox,d03804
luxiq,d03197
luxiq prn,d03197
lveobunolol,d01187
lveothyroxine,d00278
lydec cream,d01294
lyrica,d05508
lyrica (nsaid),d05508
lyruca,d05508
lysine,d00488
lyvesta,d05421
ma pap,d00049
"ma,emda",d04899
maalox plus,d03478
macobid,d00112
macrobia,d00112
macrobid,d00112
macrobid (x14 days),d00112
macrodantin,d00112
mag delay,xxxxxx
mag ox,d03797
mag-tab sr,d03861
magixide,d03797
magnesium,s10012
magnesium capsules,s10012
magnesium chloride,d03796
magnesium hydroxide,d00982
magnesium oxide,d03797
magnesium sulfate,d00468
magnoxide,d03797
magox,d03797
magoxide,d03797
mamenda,d04899
mamerda,d04899
manenda,d04899
mapap pm,d03445
maprotiline,d00877
marax,d03283
margesic,d03455
marinol,d00866
mavik,d04008
maxair,d00755
maxalat,d04328
maxalt,d04328
maxalt mlt,d04328
maxatrol,d03537
maxide,d03968
maxide(37.5/25mg),d03052
maxizide,d03052
maxode,xxxxxx
maxzide,d03052
maxzide 37.5/25,d03052
maxzide/hctz,d03052
mazide,d03052
mc aspirin,d00170
mclezine,d00859
meaformin,d03807
mecilizine hcl,d00859
mecilizinehcl,d00859
meclazine,d00859
meclizene,d00859
meclizine,d00859
meclizine hcl,d00859
meclizine hydrochloride,d00859
meclofenamate,d00283
mecuzine,d00859
med poly / dexiointment,d03537
medent ld,d03379
medformin,d03807
medioxyprogistene,d00284
medizine,d00858
medoxi progest,d00284
medoxyprogestezine,d00284
medrol,d00293
medroxiprogelt,d00284
medroxy pr ac,d00284
medroxy progesteron,d00284
medroxy progesterone,d00284
medroxyprogesterene,d00284
medroxyprogesterone,d00284
medroxyprogesterone acetate,d00284
medroxyprogestorone,d00284
medroxyproquesterone,d00284
meelizine,d00859
mefidical,d00051
meformin,d03807
megace,d01348
megase,d01348
megastrol,d01348
megesterol,d01348
megestrol,d01348
megestrol aat,d01348
megestrol ac,d01348
megestrol acetate,d01348
megestrol acitate,d01348
melatonin,d04058
melazena,xxxxxx
melformin,d03807
melhazolamide,d00640
melixicam,d04532
mellaril,d00389
mellizine,d00859
meloprolil,d00134
meloprolol,d00134
meloxicam,d04532
meloxicam 7.5,d04532
meloxican,d04532
melphalan,d00287
melphalax,d00287
memantin,d04899
memantine,d04899
memantine hcl,d04899
memantive,d04899
mematine,d04899
mementine,d04899
memest,xxxxxx
memetason furote,d04223
memetasone,d05262
memiantine,d04899
memory,xxxxxx
menantine,d04899
menatin hcl,d04899
menatine,d04899
mendelamine,d00106
menest,d00542
menest (estrogen),d00542
menetine,d04899
menostar,d00537
menostar patch,d00537
meperidine,d00017
meperidine hydrochloride,d00017
meperitab,d00017
mepformin,d03807
meprobamate,d00288
meprobramate,d00288
meq potassium,d00345
mercaptopunine,d00289
mercaptopurine,d00289
meridia,d04260
mertazapine,d04025
mertazapino,d04025
mertazipine,d00132
mertoprolol,d00134
mervacor,d00280
mesalamine,d01031
meselamine,d01031
mestinon,d00363
mestinon 30-60 mg,d00363
mestinone,d00363
met formin,d03807
met formin hcl,d03807
metadate cd,d00900
metaformin,d03807
metaformin er,d03807
metaformin hcl,d03807
metaformin hcl er,d03807
metaformin hcr,d03807
metagan,d01187
metaglip,d04823
metalazone,d00299
metamucil,d01018
metamucil  21tsp,d01018
metamvcil,d01018
metanex,d03140
metanix,d03140
metanx,d03140
metaprel,d00750
metaprolol,d00134
metaprolol er,d00134
metaprolol xl,d00134
metaproterenol,d00750
metax,d03140
meteopolol,d00134
metepolol,xxxxxx
meteprolol,d00134
metfamen,d03807
metfarmin,d03807
metfenmin,d03807
metfern,d03807
metfomacin,d03807
metfomin,d03807
metforain,d03807
metforam,d03807
metforim,d03807
metforin,d03807
metform,d03807
metforman,d03807
metformar,d03807
metformen,d03807
metformia,d03807
metformim,d03807
metformin,d03807
metformin er,d03807
metformin ext rel,d03807
metformin hcc,d03807
metformin hci,d03807
metformin hcl,d03807
metformin hcl er,d03807
metformin hydrochloride,d03807
metformin hydrochloride er,d03807
metformin regrel,d03807
metformin xr,d03807
metformin-er,d03807
metformin-pioglitazone,d05635
metformin/diabetes,d03807
metformin/glybur,d04703
metformin/glyburide,d04703
metformine,d03807
metforminn,d03807
metfornia,d03807
methadone,d00050
methadone hcl,d00050
methadose,d00050
methamucil,d01018
methanamine,d00106
methatrexate,d00060
methazolamid,d00640
methazolamide,d00640
methazolomide,d00640
methenamine,d00106
methenamine hippurate,d00106
methenamine/hiprex,d00106
methetraxato,d00060
methgephenidate,d00900
methimazole,d00290
methinaloze,d00290
methocarba,d00965
methocarbamol,d00965
methocarbanol,d00965
methocarbomol,d00965
methodone,d00050
methofexate,d00060
methorexate,d00060
methoteate,d00060
methotierate,d00060
methotraxate,d00060
methotrepate,d00060
methotrexat,d00060
methotrexate,d00060
methotrexate 2.5,d00060
methotrexate inj.,d00060
methotrexate sodium,d00060
methotroxate,d00060
methrotexate,d00060
methyclothiazide,d00643
methyldopa,d00133
methylin,d00900
methylphenidate,d00900
methylprednisolone,d00293
methylprednisone,d00293
methylpredrisolone,d00293
methylprenisolone,d00293
methylsulfonylmethane (msm),s10051
methyltestosterone,d00295
methyltrexate,d00060
methyltreyate,d00060
methyphenidale,d00900
methyphenidate,d00900
methythexate,d00060
meticalsom,xxxxxx
metipranolol 0.3 percent,xxxxxx
metizol,d00108
metlylpunidate,d00900
metmorfin,d03807
metmormin,d03807
metoclopram,d00298
metoclopramide,d00298
metoclopramide hcl,d00298
metoclopropamide,d00298
metoclorpramide,d00298
metodopramide,d00298
metoformin,d03807
metofrolol,d00134
metolazone,d00299
metologone,d00299
metolozone,d00299
metonxpomlam,xxxxxx
metoolol,d00134
metopiolol,d00134
metopolol,d00134
metopolol-er,d00134
metoprilol,d00134
metopriolol,d00134
metoprocol,d00134
metoprol,d00134
metoprold,d00134
metoprolel,d00134
metoprolo,d00134
metoprolo/er,d00134
metoprolo1,d00134
metoprolol,d00134
metoprolol - discontinued,xxxxxx
metoprolol er,d00134
metoprolol succinate,d00134
metoprolol succinate er,d00134
metoprolol tantiate,d00134
metoprolol tart,d00134
metoprolol tartaat,d00134
metoprolol tartarte,d00134
metoprolol tartate,d00134
metoprolol tartrate,d00134
metoprolol tartrate 1/2 dose,d00134
metoprolol xl,d00134
metoprolol-er,d00134
metoprolol/lopressor,d00134
metoprolol/toprol xl,d00134
metoprololtartrate,d00134
metoprolor,d00134
metoproltarteate,d00134
metoprotol,d00134
metoprovol,d00134
metor.,d03807
metorolol,d00134
metorpolol,d00134
metorprolol,d00134
metorrolol,d00134
metotrate,d00060
metotrexate,d00060
metphorman,d03807
metprolol,d00134
metragel,d03208
metro cream,d03208
metro gel,d03208
metroclopramide,d00298
metroclopramine,d00298
metrocream,d03208
metrogec,d03208
metrogel,d03208
metrogel (1pct),d03208
metrogel 0.75,d03208
metrogel 1,d03208
metrogel 1%,d03208
metrogel cream,d03208
metrogel topical,xxxxxx
metrogez,d03208
metrolol,d00134
metrolor succinade,d00134
metronidacole,d00108
metronidazole,d00108
metronidazole (cream),d03208
metronidazole (lotion),d03208
metronidazole (pct),d03208
metronidazole cream,d03208
metronidazole cream (1 pct),d03208
metronidiazole,d00108
metronodazole cream,d03208
metropndol,d00134
metropol,d00134
metropolo,d00134
metropoloc,d00134
metropolol,d00134
metropolol succinate,d00134
metropralol,d00134
metropril,d00134
metroprol,d00134
metroprolal,d00134
metroproloc,d00134
metroprolol,d00134
metroprolol er,d00134
metroprolol succtb,d00134
metroprololal,d00134
metropropalol,d00134
metroprotol,d00134
metropzolol,d00134
metrormin,d03807
metrotexate,d00060
metrotrexate,d00060
metulphenidate,d00900
meurontin,d03182
mevacor,d00280
mexitil,d00300
mexium,d04749
meyacor,d00280
mg chloride,d03796
mg oxide,d03797
mgoxide,d03797
miacacin,d00598
miacalan,d00598
miacalan nasal spray,d00598
miacalccn nasalspry,d00598
miacalcin,d00598
miacalcin (nasal spray),d00598
miacalcin nasal,d00598
miacalcin nasal spray,d00598
miacalcin nasal spray 200 vl .,d00598
miacalcin nose spray,d00598
miacalcin spray,d00598
miacalcium,d00598
miacalcium spray,d00598
miacalin nasal,d00598
miacalm,d00598
miaclain,d00598
micalan,d00598
micalcin,d00598
micalcin nasal spray,d00598
micalein,d00598
micandis,d04364
micardin hcl,d04737
micardis,d04364
micardis / hctz,d04737
micardis 80/12.5,d04737
micardis hci,d04737
micardis hct,d04737
micardis hctz,d04737
micardis htc,d04737
micardis-hc,d04737
micards,d04364
miconazole nitrate,d03195
